house_count,kfs,url,price,cj_count,name,location,year,coordinate,build_type,wy,build_count
884户,四川福成实业有限公司.,http://jiuxingdao2.fang.com/,12624,26套,九形道,大丰镇赵家寺路99号,2012年建成,,塔楼,小区物业,4栋
472户,成都金控置业有限公司,http://shidaiguangchangjk.fang.com/,18886,8套,金控时代广场,天府二街（无国界对面）,2013年建成,,塔楼,成都心连心嘉联物业管理有限公司,3栋
1008户,成都晶宝实业有限公司,http://shengshitaoyuanjb.fang.com/,12115,51套,晶宝盛世桃源,犀浦校园路东路368号,2012年建成,,板楼,成都富雅物业服务有限公司,4栋
200户,东原海纳置业有限公司,http://jinmahuyihao.fang.com/,8456,0套,金马湖壹号,金马国际体育城（金马湖畔）,2012年建成,,"独栋,联排,双拼",新东原物业,31栋
686户,中房集团成都房地产开发总公司,http://jinxinyuan2.fang.com/,14061,11套,锦欣苑,双清中路40号,2000年建成,,板楼,社区居委会,14栋
1820户,成都中铁建锦城投资有限公司,http://guojihuayuanjj028.fang.com/,20407,3套,锦江国际花园,锦江区静明路320号,2016年建成,,塔楼,中国铁建物业管理有限公司成都分公司,6栋
1743户,成都天艺置业,http://gediaocheng.fang.com/,11872,73套,格调城,佳美路289号（蓝色理想旁）,2012年建成,,板楼,小区物业,7栋
1003户,四川省虎龙房地产开发有限公司,http://fengyiyangguang.fang.com/,8544,0套,丰怡阳光,大丰街道办成彭路东侧（镇政府旁）,2016年建成,,板楼,成都金房物业服务有限公司,6栋
1068户,新景实业,http://gelinjundian.fang.com/,15787,15套,格林君典,朝阳路296号,2007年建成,,板楼,成都申和物业有限公司,9栋
802户,"
										,
									",http://shanshuirenjiafl.fang.com/,9857,0套,富力山水人家,大十三路97号,2005年建成,,板楼,成都富力物业管理有限公司,27栋
888户,西南交通大学房地产开发公司,http://jiaodazhineng.fang.com/8/,15072,77套,交大智能八期,银沙北街1号,2003年建成,,板楼,交大智能物业管理有限责任公司,8栋
84户,四川海朋房地产开发有限公司,http://jingyiyuan028.fang.com/,4447,0套,静怡苑,新民环路西南段68号,2013年建成,,板楼,成都市东兴物业管理有限公司,1栋
4276户,中国水电建设集团房地产（成都）有限公司,http://yunlifangdjdc.fang.com/esf/,14491,35套,电建地产云立方,成龙大道与大面西路交汇处（川师成龙校区西侧）,2015-05-01,,板塔结合,成都五兴物业管理有限公司,15栋
836户,都江堰市广友置业有限责任公司,http://fengshanglingyu.fang.com/,8972,0套,枫尚领域,二环康兮路中段,2010年建成,,板楼,都江堰市兴隆物业,9栋
540户,成都民用建筑统一建设办公室,http://dongrunfengshang.fang.com/,15743,15套,东润风尚,静居寺路6号,2006年建成,,板楼,成都金迪商业经营管理有限公司,2栋
2027户,四川园丁房地产开发有限公司,http://chengduheyuan.fang.com/villa/esf/,11190,22套,成都合院,西源大道1313号（电子科大清水河校区南大门旁）,2014-07-01,,"花园洋房,联排",名著物业,25栋
1514户,成都西源投资有限公司,http://shidaishuiankangcheng.fang.com/,10809,48套,时代水岸康城,幸福路北一段169号（西郡英华旁）,2013年建成,,板楼,四川申安物业管理有限公司,8栋
76户,四川尚都实业股份有限公司,http://030196.fang.com/,暂无,0套,尚都外滩新天地,青城大桥旁（外江景区）,2015年建成,,板楼,成都兰庭物业管理有限公司,2栋
26户,成都芝芝房地产开发有限公司,http://shuiyingchangdaohuangu.fang.com/,32920,0套,水映长岛浣谷,东坡南一路3号,2011年建成,,独栋,四川长岛物业管理有限公司,11栋
1622户,四川银华房地产开发有限公司,http://yinluowan.fang.com/,14565,10套,银锣湾,青龙路499号（昭觉寺旁）,2012年建成,,板楼,成都兴民物业管理公司,3栋
1328户,四川宇众房地产开发有限公司,http://yuzhongyuefu.fang.com/,15181,13套,宇众悦府,华都大道东一段368号,2014年建成,,板塔结合,深圳花样年.彩生活物业,6栋
840户,成都市三和房地产开发有限公司,http://aitingfush.fang.com/,16073,1套,三和爱汀府,航港路556号(川投国际酒店旁),2016年建成,,板塔结合,成都三和锦阳物业有限公司,24栋
1043户,四川省新宏实业有限公司,http://shaheshang028.fang.com/2/,21524,6套,沙河上二期,观音桥支路15号,2012年建成,,板塔结合,四川艾明物业管理有限公司,5栋
360户,四川汇佳房地产开发有限公司,http://xishuyujing.fang.com/,5250,0套,西蜀御景,羊马镇372号（成温邛高速羊马出口400米）,2017年建成,,板楼,惠家物业管理有限公司,2栋
178户,"
										,
									",http://yufuhuayuan028.fang.com/,7899,3套,鱼凫花园,鱼凫路144号,2003年建成,,板楼,小区物业,7栋
164户,成都瑞安汇源房地产有限公司,http://xingfuchuntian028.fang.com/,16172,13套,幸福春天,蜀汉路355号,2002年建成,,板楼,金辉物业,3栋
1080户,成都万诚房地产开发有限公司,http://xichengtianxia.fang.com/,18548,86套,西城天下,蜀汉路347号,2009年建成,,塔楼,成都西城家物业管理有限公司,1栋
2592户,成都市成华区危改办,http://shangdongyihao.fang.com/3/,16033,3套,上东一号三期,成华区东昌路66号,2010年建成,,塔楼,成都市创天乐物业管理有限公司,8栋
660户,四川万佳实业有限责任公司,http://wanqiancheng.fang.com/,10440,14套,万千城,蜀龙路中段1040号,2013年建成,,塔楼,成都威尔斯普物业管理有限公司,1栋
2094户,龙悦房地产开发（成都）有限公司（香港九龙仓集团成员机构）,http://yuyuanjlc.fang.com/,24972,86套,九龙仓御园,二环路东三段8号（锦绣东方农贸农贸市场旁）,2013年建成,,板楼,龙悦房地产开发（成都）有限公司（香港九龙仓集团成员机构）,28栋
368户,成都丽锦房地产开发有限公司,http://liyameijin.fang.com/,7056,0套,丽雅美锦,同金街400号,2013年建成,,板楼,宜宾雅信物业管理有限公司,1栋
730户,成都市浩林实业发展公司,http://dachengxiaoshijl.fang.com/,17289,73套,金林大城小室,清江中路10号,2007年建成,,板楼,银林物业,1栋
888户,四川蓝光和骏实业股份有限公司,http://jinyuechenglg.fang.com/,16271,0套,蓝光金悦城,成双大道福锦路二段（簇桥工商所旁）,2017年建成,,塔楼,蓝光嘉宝物业管理有限公司,5栋
192户,成都恒泰盛置业有限公司,http://jiankangchengll.fang.com/,12895,0套,量力健康城,金丰路10号(欢乐谷旁),2017年建成,,板塔结合,量力物业,1栋
598户,"
										,
									",http://bolinjunjs.fang.com/,18920,83套,金沙柏林郡,清波路7号（三环路西四段）,2013年建成,,塔楼,成都西部金沙鹭岛房地产开发有限责任公司,3栋
1144户,成都市新都原野实业有限公司,http://jinxiuxiangcheng.fang.com/,10306,3套,锦绣香城,清源路555号,2011年建成,,板楼,安居乐物业管理有限公司,5栋
3192户,成都龙湖西晋置业有限公司,http://jinnantianjielh.fang.com/,19986,103套,龙湖金楠天街,武晋路1488号、晋吉西一街66号,2016年建成,,板楼,成都龙湖物业服务有限公司,10栋
1422户,成都市捷帝置业有限公司,http://xixili.fang.com/2/,18960,74套,西西里二期,育仁北路123号,2011年建成,,塔楼,逸家物业,4栋
84户,"
										,
									",http://jinluolu.fang.com/,14715,8套,金罗路12号院,金罗路12号,1997年建成,,板楼,小区物业,2栋
1259户,新兴房产,http://gedebao.fang.com/,8982,0套,歌德堡,黄龙大道二段512号（成雅高速公兴和黄甲出口处）,2015年建成,,塔楼,北京均豪物业管理股份有限公司,3栋
537户,成都金强实业有限公司,http://jinshuiwan028.fang.com/,9731,5套,金水湾,杨柳西路66号,2011年建成,,塔楼,成都住邦物业,4栋
414户,成都怡和天成房地产开发有限公司,http://shenxianshudayuan.fang.com/5/,23437,60套,神仙树大院五期,紫荆西路6号,2011年建成,,塔楼,威斯顿物业顾问,2栋
1264户,成都金房集团有限公司,http://jinfangyangzuo.fang.com/,21212,14套,金房央座,金房苑横街89号,2012年建成,,塔楼,成都金房物业服务有限公司,2栋
502户,成都新聚贤置业有限公司,http://jxbdhy.fang.com/,15011,47套,聚贤半岛花苑,九里堤北路8号,2002年建成,,板楼,成都金恩物业管理有限责任公司,9栋
1150户,蓝光集团,http://xiangbigezhuangyuanlg.fang.com/,15289,0套,蓝光香碧歌庄园别墅,光华大道江安河畔（奥林匹克花园北侧）,2010年建成,,联排,嘉宝物业,34栋
596户,中房集团成都房地产开发总公司,http://jinguiyuan028.fang.com/,13747,27套,锦桂苑,双清中路100号,1999年建成,,板楼,中房物业管理,13栋
139户,四川亚东房地产开发有限公司,http://jiangnanzhaiyuan.fang.com/,14875,0套,江南宅院,大件路北三段31号,2007年建成,,"联排,独栋",成都江南物业管理有限公司,22栋
224户,成都东方名园房地产有限公司,http://kangjunanqu028.fang.com/,20674,1套,康郡三期,锦华路二段36号,2007年建成,,板楼,四川忠信物业管理公司,4栋
360户,成都州联置业有限责任公司,http://jiezuo.fang.com/,17580,57套,杰座,长益路5号（丽都路旁）,2007年建成,,塔楼,成都好人家物业有限责任公司,1栋
840户,成都合力达房产公司,http://luomaguoji.fang.com/,22890,33套,罗马国际,青龙街18号,2006年建成,,塔楼,成都市利丰物业,1栋
784户,中房集团成都房地产开发总公司,http://jinhongyuan028.fang.com/,15152,24套,锦红苑,同盛路50号,2001年建成,,板楼,中房物业管理,17栋
432户,成都大华实业有限公司,http://jinxiushuian.fang.com/,12054,0套,锦绣水岸,华新路39号,2010年建成,,塔楼,成都宏鹏物业管理有限公司,2栋
100户,成都博安置业有限公司,http://082134.fang.com/,9715,0套,君悦名筑,蒲阳路南侧（文荟路同彩虹大道之间）,2015年建成,,板楼,成都博安置业有限公司,3栋
1998户,"
										,
										,
									",http://luolanxiaozhen.fang.com/,15159,66套,罗兰小镇,二仙桥东路15号,2008年建成,,塔楼,成都市新锦江旧城改造开发有限公司,10栋
140户,金辉集团,http://guangrongbeilushequ.fang.com/,12863,1套,光荣北路5号院,光荣北路5号,1995年建成,,板楼,小区物管,5栋
8户,"四川复地黄龙房地产开发有限公司 , 四川万融房地产开发有限公司",http://huanglongxigu028.fang.com/esf/,29706,0套,黄龙溪谷,剑南大道南延线黄龙大道四段(黄龙溪古镇旁),2017-12-01,,独栋,成都卓望嘉物业服务有限公司,5栋
2892户,蓝光集团,http://kailixiangjianglg.fang.com/,20468,207套,蓝光凯丽香江,锦江区翠柳湾支路199号,2009年建成,,板塔结合,蓝光嘉宝,5栋
8户,成都市浩林实业发展公司,http://jinlinbandao028.fang.com/villa/,73368,1套,金林半岛别墅,草堂路33号,2003年建成,,联排,招商局物业管理(中国香港)有限公司,4栋
456户,四川宏信实业有限公司,http://hongxinnanyue.fang.com/,15380,0套,宏信南樾,人南沿线与麓山大道交汇处,2007年建成,,塔楼,小区物业,4栋
662户,四川合景置业有限公司,http://gelinchuntian028.fang.com/,8934,8套,格林春天,新都区卫校正对面(新都汽车总站北行500米),2008年建成,,板楼,世宇物业管理,14栋
314户,炎华置信,http://glbdhyyf.fang.com/,10066,7套,观澜半岛花园洋房,南熏大道一段508号,2005年建成,,板楼,洁华物业,12栋
1086户,成都市美联蜀房地产开发有限公司,http://meilianshu2hao.fang.com/,7379,6套,和韵美联墅一期,望丛西路433号,2012年建成,,板楼,成都市美联墅物业管理有限公司,23栋
420户,炎华置信,http://huajianlanting.fang.com/,22179,35套,花间兰庭,龙华南路38号,2008年建成,,板楼,洁华物业,1栋
1640户,华润置地（成都）发展有限公司,http://guojishequhr028.fang.com/,12919,1套,华润国际社区,成龙大道二段与金枫路交汇处（川师成龙校区西侧）,2016年建成,,塔楼,华润物业管理公司成都分公司,4栋
244户,成都海昌置业有限公司,http://haichangtianlan.fang.com/,14420,1套,海昌天澜别墅,麓山大道二段59号（雅居乐花园对面）,2016年建成,,联排,海昌物业管理公司,23栋
248户,成都新蓝天实业有限公司,http://xiangxielanjunhx.fang.com/,6361,0套,和信香榭澜郡,新都大道（成都医学院旁）,2018年建成,,塔楼,成都和顺物业,2栋
1956户,成都晋阳房地产有限责任公司,http://huisuohuayuan.fang.com/,13468,180套,会所花园,晋阳巷2号（会所印象旁边）,2002年建成,,塔楼,成都时时物业管理有限责任公司,11栋
823户,四川省蜀府房屋建设开发有限公司,http://huangchenghuahui.fang.com/,22559,4套,皇城花卉,天和路69号,2011年建成,,板楼,深圳彩生活物业管理有限公司,10栋
600户,成都金强实业有限公司,http://dushishuian.fang.com/,9468,5套,都市水岸,杨柳东路中段268号,2005年建成,,板楼,住邦物业,20栋
576户,"
										,
									",http://fuxiangjiayuan028.fang.com/,15574,1套,福祥家园瑞福苑,育仁东路20号,2007年建成,,板楼,小区物业,16栋
507户,成都和贵实业有限公司,http://heguixincheng.fang.com/,15353,7套,和贵馨城,双新路8号（成雅高速出口500米处）,2003年建成,,联排,鸿志物业,84栋
756户,四川德通置业有限公司,http://xinyuanchengdt.fang.com/,8044,1套,德通心愿城,华金大道三段45号（青白江汽车站旁）,2011年建成,,板楼,成都信谊物业管理公司,3栋
1025户,成都人居置业有限公司,http://dongyuanxiaoquf.fang.com/,24988,4套,东苑小区F,顺锦路272号,2013年建成,,塔楼,悦华置地,5栋
12户,四川钱江银通房地产有限公司,http://meilifengjingds.fang.com/,6486,0套,都市美丽风景,彩虹大道（堰华路旁）,2005年建成,,板楼,成都钱江银通物业管理有很公司,1栋
597户,成都名信房地产开发有限责任公司,http://chaoyangbeiyuan.fang.com/,12712,16套,朝阳北苑,横桥街10号,2003年建成,,板楼,成都金房物业管理公司,7栋
384户,成都棕榈泉联英置业有限公司,http://guojizhongxincdzlq.fang.com/esf/,26328,21套,成都棕榈泉费尔蒙公寓,天府大道中段199号（世纪城旁）,2012-12-01,,塔楼,棕榈泉联英物业,1栋
151户,成都国奥置业有限公司,http://chengduguoaocun.fang.com/villa/esf/,14377,0套,成都国奥村,双楠大道航都大街99号（香榭美邻二期旁）,2012-05-01,,"联排,叠拼",重庆国奥村物业服务有限公司成都分公司,21栋
308户,四川欣瑞和置业有限公司,http://chengduzaochen.fang.com/,13100,8套,成都早晨,长江路三段15号,2008年建成,,板塔结合,成都圣华乐物业管理服务有限公司,3栋
936户,市政建设,http://yangliuxintun.fang.com/,12034,5套,杨柳新屯,洞子口北街5号,2006年建成,,"板楼,塔楼",小区物管,10栋
1304户,"
										,
										,
									",http://xifushaocheng.fang.com/,30581,38套,西府少城,小南街109号,2011年建成,,板塔结合,成都同心置业发展有限公司,3栋
172户,成都银城置业有限公司,http://yintaizhongxincd.fang.com/esf/,41489,0套,成都银泰中心华悦府,天府大道北段1199号（国际金融中心对面）,2016-05-01,,板塔结合,仲量联行,1栋
2220户,中铁二院(成都)置业开发有限责任公司,http://yisabeila.fang.com/,11514,271套,伊萨贝拉,郫县泰山北街421号,2014年建成,,板楼,中铁二院（成都）建设发展有限公司,16栋
216户,四川蜀府房屋建设开发公司,http://xinhangyinxiang.fang.com/,11453,2套,新航印象,长江路二段8号,2007年建成,,板楼,成都智得物业管理公司,6栋
1718户,国嘉地产,http://shaheyihao.fang.com/2/,21265,97套,沙河壹号二期,静沙南路29号,2012年建成,,塔楼,成都锦东不动产投资管理有限公司,8栋
2556户,宏瑞实业,http://shijibinjiang028.fang.com/,11395,2套,世纪滨江,杨柳河金河西路283号（近味道江湖火锅）,2013年建成,,板塔结合,成都博信物业管理有限公司,20栋
804户,"
										,
									",http://xihuajiayuan.fang.com/,14982,30套,西华家园,家园南街7号,2000年建成,,板楼,高鑫物管,8栋
1470户,成都东渡房地产开发有限公司,http://shidaikaiyue.fang.com/,19369,46套,时代凯悦,人民中路二段70号,2006年建成,,板楼,东渡国际集团,1栋
262户,成都温江兴城房地产开发有限公司,http://xingchenglijing.fang.com/,8375,0套,兴城丽景,新南路608号,2004年建成,,板楼,小区物业,8栋
3215户,成都市江安春置业投资有限公司,http://renhechuntiandadao2.fang.com/,15490,265套,仁和春天大道,光华大道三段118号,2009年建成,,塔楼,成都仁和春天物业管理有限公司,41栋
384户,"
										,
									",http://qingnianyihao.fang.com/,16615,31套,青年一号,天华路199号（天府软件园旁）,2011年建成,,塔楼,大边豪之英物业管理有限公司,1栋
888户,"
										,
										,
									",http://xindongfangxiaoqu.fang.com/,15716,23套,新东方小区,建设路56号,2002年建成,,板楼,成都龙基集团有限责任公司,7栋
64户,四川天府汇城置业有限公司,http://qingchengjianshan.fang.com/,17090,0套,青城鉴山,青城山门南侧700米处,2014年建成,,"独栋,叠拼",汇城物业,1栋
228户,成都奇灵房屋开发有限公司,http://qiruimingju.fang.com/,8210,0套,祺瑞名居,广都大道139号,2002年建成,,板楼,中林物业,6栋
2452户,成都兴旺宝房地产开发责任有限公司,http://wangfuhaoting.fang.com/,11025,28套,旺府豪庭,万和北路99号,2009年建成,,塔楼,兴旺宝物业,13栋
3168户,成都市昭景房地产开发有限公司,http://wanjingfeng.fang.com/,13980,300套,万景峰一期,西区大道333号,2012年建成,,板塔结合,广州市宁骏物业管理有限公司成都分公司,14栋
768户,成都市双发置业有限公司,http://dongchengyinxiangsf.fang.com/,14518,0套,双发东城印象,静明路488号(航天立交桥下赖家新桥路口),2016年建成,,塔楼,四川双发物业服务有限公司成都分公司,3栋
452户,国投房产/广福房产,http://shangpinjinsha.fang.com/,24048,14套,上品金沙,黄苑街222号（黄苑街与同怡路交汇处）,2015年建成,,板楼,蓝谷物业,3栋
466户,成都安信置业发展有限公司,http://jinjiangmingzhuyuan.fang.com/,14642,11套,明珠园一期,一期菱窠路109号、二期菱窠路31号,2004年建成,,板楼,小区物业,13栋
444户,四川省山木置业有限公司,http://shanmuju.fang.com/2/,8487,9套,山木居二期,家园街99号（红光路与红佳路的交汇处）,2010年建成,,板楼,成都市和谐物业管理有限公司,1栋
56户,"
										,
									",http://wushitongtang.fang.com/,17028,0套,五世同堂,五世同堂66号,2000年建成,,板楼,小区物业,2栋
725户,成都市卓俊置业有限公司,http://shangjinkangcheng.fang.com/,9813,4套,上锦康城,A区励志路二段38号、B区励志路二段37号,2012年建成,,板塔结合,清江物业,7栋
630户,成都田源实业,http://zonglvchangtan.fang.com/esf/,15692,5套,棕榈长滩,光华大道江浦路77号（温泉大道与江浦路交汇处）,2013-05-01,,板楼,深圳彩生活物业公司,6栋
1536户,四川石化西南地产有限公司,http://shihuajiayuan.fang.com/,15607,11套,石化家园,天府大道南段2028号（华阳客运中心附近）,2011年建成,,板塔结合,四川石化物业管理有限公司,2栋
162户,中铁八局中泰房开下属子公司都江堰祥泰置业有限公司,http://098446.fang.com/,10179,0套,中铁瑞景誉都,永丰路3号(都江堰医疗中心、体育中心旁),2015年建成,,板楼,成都耐心物业管理有限公司,3栋
216户,"
										,
									",http://baihuafanglin.fang.com/,19437,6套,百花芳邻,芳邻路1号（近一环路）,2000年建成,,板楼,小区物业,6栋
890户,成都天祥房地产开发有限公司,http://bianchengshuilian.fang.com/,8781,1套,边城水恋,滨江路北段128号,2004年建成,,板楼,小区物业,49栋
882户,中铁八局,http://ruijinglantingzt.fang.com/,12926,60套,中铁瑞景澜庭,花都大道西段266号,2012年建成,,板楼,小区物业,25栋
808户,成都市泰昌房地产开发有限公司,http://aolinchuntian028.fang.com/,15323,24套,澳林春天,五里墩108号,2009年建成,,塔楼,成都市中南物业管理公司,2栋
906户,成都冠润房地产开发有限公司,http://conglinbeijing.fang.com/,7203,1套,丛林背景,天乡路二段939号,2006年建成,,板楼,成都市温江区安居物业有限公司,10栋
154户,四川佳蒙房地产开发有限公司,http://maandonglu.fang.com/,13560,17套,马鞍东路社区,马鞍东路19号,1998年建成,,板楼,世纪物业,6栋
4572户,绿地集团蜀峰房地产开发有限公司,http://lvdizhongxin028.fang.com/,22066,89套,绿地中心468公馆,一期芙蓉西路468号、二期樱花街999号、三期芙蓉西路707号,2015年建成,,塔楼,成都嘉诚新悦物业管理有限公司,24栋
1960户,华润置地（成都）发展有限公司,http://ershisichenghr.fang.com/6/,27020,22套,华润二十四城六期,双成三路15号,2016年建成,,塔楼,华润物业管理公司,6栋
1360户,华润置地(成都)发展有限公司,http://ershisichenghr.fang.com/4/,28472,62套,华润二十四城四期,双成三路17号,2016年建成,,塔楼,华润置地,8栋
1806户,成都天府华侨城实业发展有限公司,http://chunshuianhqc.fang.com/2/,26098,34套,华侨城纯水岸二期,华丰路66号,2010年建成,,板塔结合,深圳市华侨城物业管理有限公司成都分公司,9栋
2576户,成都龙湖北城置业有限公司,http://beichengtianjielh.fang.com/,17661,88套,龙湖北城天街一期,金牛五福桥东路9号,2012年建成,,塔楼,成都龙湖物业服务有限公司,9栋
1224户,金光置业（成都）有限公司,http://lishuijindu.fang.com/,9597,0套,丽水金都,工业大道363号,2005年建成,,板楼,四川瑞信物业管理有限公司,9栋
2594户,保利（成都）房地产开发有限公司,http://chuntianhuayubl.fang.com/,14722,33套,保利春天花语,新都区赵家寺路386号,2015年建成,,塔楼,保利物业,14栋
710户,四川省鑫万新实业有限公司,http://lidudijing.fang.com/,15921,29套,丽都帝景,长益街3号,2007年建成,,板楼,人仁佳和物业,5栋
278户,"
										,
									",http://jiudingxiaoqulq.fang.com/,7965,0套,龙泉九鼎小区,成都市龙泉驿区星光东路2号,2008年建成,,板楼,小区物业,8栋
88户,成都万华房地产开发有限公司,http://lushanguojidiexigu.fang.com/,28745,0套,麓山国际叠溪谷,麓山大道二段6号,2008年建成,,独栋,成都麓山物业管理有限公司,88栋
624户,成都天立置业有限公司,http://meilixing.fang.com/,16974,26套,美丽星,龙祥路1号（龙祥路与龙华北路交汇处）,2003年建成,,板楼,金晓物业,5栋
632户,成都市共发实业有限责任公司,http://jinshayujing.fang.com/2/,18683,82套,金沙愉景二期,清波路385号,2009年建成,,板楼,成都亿新物业管理有限公司,4栋
948户,金牛区统建局,http://maoyuanguoji.fang.com/,15083,72套,懋园国际商住城,金沙路88号,2000年建成,,板楼,成都市懋园物业发展有限公司,21栋
682户,成都文氏房地产开发公司,http://yuanzhongyuanhyhy.fang.com/,10532,40套,红运花园园中园,东苑红运街9号、南苑红运街11号,2000年建成,,板楼,五大花园物管公司,11栋
1055户,利通房产,http://tianebaolt.fang.com/,8885,0套,利通天鹅堡,阳光大道103号（锦绣路附近）,2005年建成,,联排  高层  独栋   叠加,四川通用物业公司,23栋
486户,凯德中国,http://shijimingdikd.fang.com/esf/,24963,11套,凯德世纪名邸,天府一街1333号,2016-10-01,,板塔结合,置信物业,4栋
360户,中粮集团·鹏利国际（四川）置业有限公司,http://lijingyazhukl.fang.com/,13974,16套,凯莱丽景雅筑,华阳元华大道,2007年建成,,板楼,四川凯莱物业管理有限公司,7栋
1140户,新加坡吉宝置业成都希瑞房地产开发有限公司,http://lingyunfenggejb.fang.com/esf/,30302,36套,吉宝凌云峰阁,汇泉南路333号（东二环路与通盈街交汇处）,2016-01-01,,板楼,第一太平戴维斯,6栋
130户,成都万华房地产开发有限公司,http://xiangyilin.fang.com/,25646,2套,麓山国际香怡林,麓山大道二段6号,2011年建成,,独栋,成都麓山物业管理有限公司,130栋
1536户,成都竹岛置地发展有限公司,http://ruitingnanchengjx.fang.com/esf/,19511,2套,嘉祥瑞庭南城,益州大道中段1918号（银泰城旁）,2016-06-01,,塔楼,成都万丰创新物业管理有限公司,3栋
392户,四川省新实力置业有限公司,http://konggangxingpindi.fang.com/,12676,20套,空港星品地,西航港街道锦华路三段15号,2013年建成,,板塔结合,成都欣蓉康派物业管理有限公司,1栋
2036户,成都晶宝实业有限公司,http://sainaguojijb.fang.com/,8343,0套,晶宝塞纳国际,犀团路999号（成都技师学院旁）,2014年建成,,板楼,成都富雅物业服务有限公司,8栋
644户,成都世禾置业有限公司,http://jinritianyuanbieshu.fang.com/,8040,0套,今日田园别墅,友爱镇子云路98号,2010年建成,,独栋,成都盛禾物业管理有限公司,372栋
1638户,"
										,
									",http://ligongdaxuenanyuan.fang.com/,11053,5套,理工大学南苑,二仙桥东三路1号,1998年建成,,板楼,小区物业,29栋
702户,成都中新悦蓉置业有限公司,http://jinhuayuan028.fang.com/,14710,24套,锦花苑,锦翠南路1号,2001年建成,,板楼,中房物业管理,17栋
56户,"
										,
										,
									",http://jiangjunjiexiaoqu.fang.com/,19906,0套,将军街小区,人民公园将军街18号,2000年建成,,板楼,小区物业,2栋
1465户,成都万贯房地产有限公司,http://jinfuyinzuo.fang.com/,8509,8套,金府银座,金府路555号,2007年建成,,塔楼,小区物管,5栋
648户,成都久长置业投资有限公司,http://jinxi2.fang.com/,12577,46套,锦溪,永康路5号（西三环草金立交旁）,2007年建成,,塔楼,成都万昊物业管理有限公司,3栋
3874户,成都金地房屋开发有限公司,http://jindihuayuan028.fang.com/,16949,52套,金地花园,少陵东路1号,2003年建成,,板楼,金地物业,19栋
100户,四川贤亨地产,http://jinsexinshidai.fang.com/,5772,0套,金色新时代,建材路与红玲路交汇处（旅游学院旁）,2015年建成,,塔楼,龙豪物业管理公司,1栋
380户,"
										,
									",http://jiaodazhineng.fang.com/3/,17201,27套,交大智能三期,星汉路33号,2001年建成,,板楼,成都交大房产,8栋
351户,成都金房集团有限公司,http://huijingxincun.fang.com/,15526,11套,汇景新村一期,金房苑西路9号,2001年建成,,板楼,心连心物业公司,9栋
270户,成都达亨实业有限公司,http://jinliguanghua.fang.com/,9554,22套,锦里光华,花都大道西段899号,2006年建成,,板楼,成都交大智能物业管理有限公司,7栋
581户,成都市金田房地产有限公司,http://jinguanhuating.fang.com/,7857,3套,金冠华庭,新园路181号,2006年建成,,板楼,忠信合力物业管理公司,13栋
1008户,成都金科卓瑞房地产开发有限公司,http://dongfangyajunjk028.fang.com/,13276,0套,金科东方雅郡,成龙大道 车城西三路,2016年建成,,塔楼,重庆金科物业管理有限公司成都分公司,3栋
810户,四川吉翔建设发展有限公司,http://jinfengmingyuanjx.fang.com/,12875,0套,吉翔金枫名苑,银河东街99号,2013年建成,,板楼,中铁八局集团（成都）物业管理有限公司,3栋
318户,成都市华兴住宅房地产开发有限公司,http://jinchenghanfu.fang.com/,15599,5套,锦城汉府,朝阳路320号,2000年建成,,板楼,小区物业,4栋
1167户,四川美盛房地产开发有限公司,http://fukecheng.fang.com/,13720,25套,弗客城,西航港街道临港路五段66号,2011年建成,,板塔结合,香港悦华置地物业管理公司,6栋
326户,成都鑫鼎房地产开发有限公司,http://jinaoyuan028.fang.com/,15270,12套,金奥苑,金房北路1号,2003年建成,,板楼,中林物业,5栋
3476户,成都城投集团,http://dongfanghuicheng.fang.com/,14932,175套,东方惠城,长融东二路60号,2011年建成,,塔楼,成都科恒物业有限公司,18栋
1704户,成都人居置业有限公司,http://dongyuanxiaoquc.fang.com/,23375,84套,东苑小区C,金桂路233号,2010年建成,,塔楼,成都市银杏物业管理有限公司,7栋
258户,成都福华实业开发有限公司,http://xinqidianfh.fang.com/,20230,21套,福华新起点,小南街128号,2004年建成,,板楼,四川红星物业管理责任公司,1栋
902户,恒大地产集团成都有限公司,http://feicuihuatinghd0282.fang.com/,20643,0套,成都恒大翡翠华庭,光华南三路（万家湾公交总站旁）,2016年建成,,板塔结合,金碧物业,6栋
816户,"成都城投集团兴西华建设有限公司 , 上海华舟投资有限公司",http://xiayizhandushict.fang.com/,21618,37套,城投下一站都市,武阳大道三段51号,2014年建成,,板楼,恒景物业,4栋
268户,成都置信实业（集团）有限公司,http://ziyunyuanfrgcdzm.fang.com/,14504,0套,芙蓉古城大宅门紫云园,开金路888号,2006年建成,,联排,成都蜀信物业服务有限责任公司,133栋
2177户,成都市保新房地产开发有限公司,http://shizihubl.fang.com/esf/,11909,0套,保利狮子湖,蜀龙路与熊猫大道交汇处（东行800米）,2015-12-01,,板塔结合,保利物业,13栋
966户,成都高频房地产公司,http://ershiyishijihuayuan.fang.com/3/,17575,67套,二十一世纪花园三期,贝森路111号,2003年建成,,板楼,成都恒硕物业管理有限责任公司,13栋
434户,"成都鑫川粮商贸有限责任公司 , 四川领创置业有限公司",http://chengbao028.fang.com/,17490,28套,橙堡,佳灵路10号,2008年建成,,板楼,成都中天华瑞物业管理有限公司,1栋
