,bus_name,bus_type,bus_time,bus_cost,bus_company,bus_update,bus_length,line_x,sites_x_list,line_y,sites_y_list
131,成都131路公交车路线,常规线路,运行时间：金履二路西--地铁天府三街站 金履二路西06:30-21:10 地铁天府三街站06:40-22:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团星辰巴士有限公司,最后更新：2017-12-03,[],成都131路公交车路线(金履二路西—地铁天府三街站)共 31 站,"['金履二路西', '七里大道', '金履二路智星二路口', '金履二路智谷大道口', '金履二路', '武侯大道金履一路口', '川藏路武侯大道口', '望锦路农贸市场', '文昌路北', '文昌路新安大道口', '文昌路中', '文昌路武侯大道口', '月亮湾', '台双医院', '珠江路临港路口', '珠江路大件路口', '珠江路泰新路口', '白成路口', '白家批发市场', '黄金六大队', '天府一街昆华路口', '天府一街西', '剑南大道天府一街口', '剑南大道盛邦街口', '天府二街剑南大道口', '天府二街中', '益州大道天府二街口', '天府三街益州大道口', '天府三街云华路口', '天府三街吉泰路口', '地铁天府三街站']",成都131路公交车路线(地铁天府三街站—金履二路西)共 30 站,"['地铁天府三街站', '天府四街天府大道口', '天府四街东', '益州大道天府四街口', '益州大道天府三街口', '天府二街益州大道口', '天府二街中', '天府二街', '剑南大道天府二街口', '剑南大道盛邦街口', '天府一街西', '天府一街昆华路口', '黄金六大队', '白家批发市场', '白成路口', '珠江路川大路口', '珠江路泰新路口', '珠江路大件路口', '珠江路临港路口', '台双医院', '文昌路南', '文昌路武侯大道口', '文昌路中', '文昌路新安大道口', '文昌路北', '望锦路农贸市场', '武侯大道川藏路口', '金履二路', '金履二路智谷大道口', '金履二路西']"
133,成都133路公交车路线,常规线路,运行时间：火车南站综合交通枢纽站--和韵路 火车南站综合交通枢纽站06:30-22:00 和韵路06:20-22:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团星辰巴士有限公司,最后更新：2017-12-03,[],成都133路公交车路线(火车南站综合交通枢纽—和韵路)共 32 站,"['火车南站综合交通枢纽', '盛和一路西', '益州大道北段', '府城大道益州大道口', '府城大道中段', '府城大道东段', '府城大道科华南路口', '永安路', '永安路东', '包江桥', '石胜路西', '石胜路', '石胜路中', '高威公园北门', '成都金港赛道', '幸福村', '锦江大道幸福路口', '幸福梅林', '喜树街南', '喜树街牡丹街口', '锦江城市花园', '喜树街', '锦江大道北', '地铁洪河站', '洪河大道中路南', '洪河大道中路', '洪河大道中路北', '上东阳光', '大面文化广场', '省医院城东病区', '和韵路北', '和韵路']",成都133路公交车路线(和韵路—火车南站综合交通枢纽)共 34 站,"['和韵路', '洪河镇北路', '省医院城东病区', '大面文化广场', '上东阳光', '洪河大道中路北', '洪河大道中路', '洪河大道中路南', '地铁洪河站', '锦江大道北', '喜树街', '锦江城市花园', '喜树街牡丹街口', '喜树街南', '三圣乡政府', '幸福梅林', '锦江大道幸福路口', '幸福村', '成都金港赛道', '高威公园北门', '石胜路锦瑞路口', '石胜路中', '石胜路', '石胜路西', '包江桥', '永安路东', '永安路', '府城大道东段', '府城大道中段', '益州大道府城大道口', '益州大道北段', '益州大道北段北', '盛和一路西', '火车南站综合交通枢纽']"
136,成都136路公交车路线,常规线路,运行时间：成都东客站(东广场)--茶店子公交站 成都东客站(东广场)06:00-21:30 茶店子公交站06:30-21:30,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-04,[],成都136路公交车路线(成都东客站(东广场)—茶店子公交站)共 39 站,"['成都东客站(东广场)', '三环成渝立交南外侧', '三环成渝立交北外侧', '东三环路四段外侧', '三环十陵立交北外侧', '东三环路三段外侧', '十陵公交站', '三环成南立交南外侧', '三环成南立交外侧', '三环成南立交北外侧', '三环成致路口外侧', '三环航天路口外侧', '三环龙潭立交南外侧', '三环龙潭立交', '三环龙潭立交外侧中', '三环龙潭立交北外侧', '东三环路一段中外侧', '三环蜀龙大道口外侧', '三环成绵立交东外侧', '三环成绵立交', '三环成绵立交西外侧', '北三环路四段东外侧', '北三环路四段外侧', '富森美家居', '三环川陕立交东外侧', '三环川陕立交西外侧', '北三环路三段东外侧', '北三环路三段外侧', '北三环路三段中外侧', '三环拥军路口外侧', '三环蓉北商贸大道口外侧', '北三环路二段外侧', '三环成彭立交东外侧', '三环成彭立交西外侧', '华侨城欢乐谷三环外侧', '三环交大立交西外侧', '北三环路一段西外侧', '三环金牛立交东外侧', '茶店子公交站']",成都136路公交车路线(茶店子公交站—成都东客站(东广场))共 45 站,"['茶店子公交站', '三环羊犀立交北内侧', '三环金牛立交南内侧', '三环金牛立交东内侧', '北三环路一段西内侧', '三环交大立交西内侧', '华侨城欢乐谷三环内侧', '北三环路一段东内侧', '三环成彭立交西内侧', '三环成彭立交东内侧', '北三环路二段内侧', '三环蓉北商贸大道口内侧', '三环凤凰立交东内侧', '北三环路三段内侧', '北三环路三段东内侧', '三环川陕立交西内侧', '三环川陕立交东内侧', '富森美家居', '北三环路四段内侧', '北三环路四段中内侧', '北三环路四段东内侧', '三环成绵立交西内侧', '三环成绵立交东内侧', '三环蜀龙大道口内侧', '东三环路一段中内侧', '三环龙潭立交北内侧', '三环龙潭立交', '三环龙潭立交南内侧', '三环航天路口内侧', '三环成致路口内侧', '东三环路二段内侧', '三环成南立交北内侧', '三环成南立交南内侧', '东三环路三段北内侧', '东三环路三段南内侧', '三环来龙桥内侧', '三环十陵立交北内侧', '三环十陵立交南内侧', '东三环路四段内侧', '三环成渝立交北内侧', '三环成渝立交南内侧', '东三环路五段北内侧', '金沙江路', '邛崃山路中', '成都东客站(东广场)']"
137,成都137路公交车路线,常规线路,运行时间：茶店子公交站--成都东客站(东广场) 06:00-21:30,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团运兴巴士有限公司,最后更新：2017-12-03,[],成都137路公交车路线(茶店子公交站—成都东客站(东广场))共 49 站,"['茶店子公交站', '三环羊犀立交北外侧', '三环羊犀立交南外侧', '西三环路四段北外侧', '西三环路四段外侧', '西三环路四段中外侧', '西三环路四段南外侧', '三环苏坡立交北外侧', '三环苏坡立交南外侧', '三环光华大道口外侧', '武青桥', '三环万寿路口', '三环草金立交北外侧', '西三环路二段外侧', '西三环路二段中外侧', '三环武科东四路口', '三环武侯立交北外侧', '三环武侯立交南外侧', '西三环路一段外侧', '三环川藏立交东外侧', '南三环路五段西外侧', '南三环路五段外侧', '三环创业路口西外侧', '三环外侧成汉路口', '三环南华立交外侧', '三环天府立交西外侧', '三环天府立交东外侧', '三环桂溪立交外侧', '三环桂溪立交东外侧', '南三环路三段外侧', '三环琉璃立交西外侧', '三环琉璃立交外侧', '城东客运中心', '南三环路二段中外侧', '南三环路二段东外侧', '南三环路二段外侧', '三环娇子立交南外侧', '三环娇子立交北外侧', '南三环路一段外侧', '三环航天立交南外侧', '三环航天立交外侧', '三环航天立交北外侧', '三环惠王陵西路口', '三环祥和街口', '东三环路五段外侧', '万科魅力之城', '三环成渝立交南外侧', '金马河路口', '成都东客站(东广场)']",成都137路公交车路线(成都东客站(东广场)—茶店子公交站)共 47 站,"['成都东客站(东广场)', '东三环路五段北内侧', '东三环路五段内侧', '三环航天立交北内侧', '三环航天立交内侧', '三环航天立交南内侧', '南三环路一段内侧', '三环娇子立交北内侧', '三环娇子立交内侧', '三环娇子立交南内侧', '南三环路二段中内侧', '南三环路二段西内侧', '城东客运中心', '三环琉璃立交东内侧', '三环琉璃立交西内侧', '南三环路三段内侧', '三环桂溪立交东内侧', '三环桂溪立交内侧', '三环天府立交东内侧', '三环天府立交西内侧', '三环南华立交内侧', '三环成汉北路口', '三环创业路口西内侧', '南三环路五段东内侧', '南三环路五段中内侧', '南三环路五段内侧', '三环川藏立交东内侧', '三环川藏立交西内侧', '西三环路一段内侧', '三环武侯立交南内侧', '三环武侯立交北内侧', '西三环路二段中内侧', '西三环路二段内侧', '果堰小区', '三环草金立交北内侧', '武青桥', '三环光华大道口内侧', '三环苏坡立交南内侧', '三环苏坡立交北内侧', '西三环路四段南内侧', '西三环路四段中内侧', '西三环路四段内侧', '西三环路四段北内侧', '三环羊犀立交南内侧', '三环羊犀立交北内侧', '三环金牛立交南内侧', '茶店子公交站']"
138,成都138路公交车路线,常规线路,运行时间：曾家坡公交站--顺城大街南 曾家坡公交站06:30-21:30 顺城大街南06:50-22:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-04,[],成都138路公交车路线(曾家坡公交站—顺城大街南)共 31 站,"['曾家坡公交站', '花博路口', '银杏大道栀子街口', '银杏大道海棠路口', '银杏大道百日红中路口', '芙蓉中路银杏大道口', '芙蓉中路', '锦江大道芙蓉路口', '锦江大道百日红路口', '锦江大道牡丹街口', '幸福梅林', '三环路娇子立交桥东', '川师南大门', '成龙路', '成龙路沙河大桥', '净居寺', '净居寺二环路口', '二环龙舟路口', '莲花小区', '二环莲桂东路口', '二环牛市口', '双桥子', '水碾河路', '水碾河', '东风路', '东风大桥', '蜀都大道红星路口', '总府路', '东华门街南', '东华门街中', '顺城大街南']",成都138路公交车路线(顺城大街南—曾家坡公交站)共 28 站,"['顺城大街南', '总府路', '大慈寺', '东风大桥', '东风路', '水碾河', '水碾河路', '双桥子', '二环牛市口', '二环海椒市东街口', '莲花小区', '二环龙舟路口', '净居寺二环路口', '净居寺', '成龙路沙河大桥', '成龙路', '川师南大门', '三环路娇子立交桥东', '锦江大道成龙路口', '锦江大道牡丹街口', '锦江大道百日红路口', '芙蓉中路', '银杏大道芙蓉中路口', '银杏大道茶花街口', '银杏大道海棠路口', '银杏大道栀子街口', '花博路口', '曾家坡公交站']"
139,成都139路公交车路线,常规线路,运行时间：新希望路--应龙公交站 06:30-22:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团星辰巴士有限公司,最后更新：2017-12-03,[],成都139路公交车路线(新希望路—应龙公交站)共 26 站,"['新希望路', '新希望路中', '棕树十街坊', '火车南站东路东', '高攀路口', '高攀东路', '高攀东路琉璃路口', '红砖桥', '琉璃一街', '琉三路口', '锦华路三环路口', '三环路琉璃立交桥南', '包江桥', '锦华路三段北', '锦华路三段中', '朝阳路口', '新上街中', '新上街南', '中和中学', '中和镇政府', '朝阳路', '中柏大道北', '中柏大道中', '中柏大道南', '中和1线中柏大道口', '应龙公交站']",成都139路公交车路线(应龙公交站—新希望路)共 29 站,"['应龙公交站', '中和1线中柏大道口', '中柏大道南', '中柏大道中', '中柏大道北', '中和镇政府', '中和中学', '新上街南', '新上街中', '朝阳路口', '锦华路三段中', '锦华路三段北', '包江桥', '三环路琉璃立交桥南', '锦华路三环路口', '琉三路口', '琉璃一街', '红砖桥', '高攀东路琉璃路口', '高攀东路', '高攀路口', '火车南站东路东', '火车南站东路', '长寿南路', '棕树十街坊', '新希望路中', '航空路', '人南立交桥南', '新希望路']"
14,成都14路公交车路线,常规线路,运行时间：龙潭工业园公交站--地铁红星桥站 龙潭工业园公交站06:30-21:00 地铁红星桥站06:30-21:30,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-04,[],成都14路公交车路线(龙潭工业园公交站—地铁红星桥站)共 26 站,"['龙潭工业园公交站', '华实路', '华实路南', '航天路华翰路口', '航天路口东', '鹤林小区', '华泰路成宏路口', '华泰路北', '龙港路西', '三环路龙潭立交桥', '龙潭寺三环立交桥西', '成华大道物流大道口', '成华大道三段北', '成华大道三段', '十里店', '十里店公交站', '二仙桥东路', '二仙桥', '建设北路三段东', '建设北路三段', '厂北路口', '建设路东', '建设路中', '建设路口', '石油路口', '地铁红星桥站']",成都14路公交车路线(地铁红星桥站—龙潭工业园公交站)共 27 站,"['地铁红星桥站', '石油路', '石油路口', '建设路口', '建设路中', '建设路东', '厂北路口', '建设北路三段', '建设北路三段东', '二仙桥', '二仙桥东路', '十里店公交站', '十里店', '成华大道三段', '成华大道三段北', '成华大道物流大道口', '龙潭寺三环立交桥西', '三环路龙潭立交桥', '龙港路西', '华泰路北', '成宏路口', '鹤林小区', '航天路华冠路口', '航天路华翰路口', '华实路南', '华实路', '龙潭工业园公交站']"
141,成都141路公交车路线,常规线路,运行时间：五桂桥公交站--红牌楼 五桂桥公交站06:10-22:30 红牌楼06:40-23:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-04,[],成都141路公交车路线(五桂桥公交站—地铁红牌楼站)共 20 站,"['五桂桥公交站', '塔子山公园', '双桥子', '水碾河', '牛王庙巷', '芷泉街', '东门大桥', '纱帽街', '红星路四段', '地铁新南门站', '磨子桥', '一环路南三段', '九如村', '衣冠庙', '一环路南四段', '高升桥东路北', '肖家河', '高升桥东路南', '红牌楼东', '红牌楼']",成都141路公交车路线(地铁红牌楼站—五桂桥公交站)共 20 站,"['红牌楼', '广福桥街口', '高升桥东路', '肖家河', '高升桥东路北', '一环路南四段', '地铁衣冠庙站', '九如村', '一环路南二段', '地铁磨子桥站', '地铁新南门站', '红星路四段', '纱帽街', '芷泉街', '牛王庙路口', '水碾河', '水碾河路', '双桥子', '塔子山公园', '五桂桥公交站']"
142,成都142路公交车路线,常规线路,运行时间：火车北站公交站--万家湾公交站 06:30-21:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团北星巴士有限公司,最后更新：2017-12-03,[],成都142路公交车路线(火车北站公交站—万家湾公交站)共 34 站,"['火车北站公交站', '北站东二路', '豆腐堰', '站北路', '五块石客运站', '五块石电器市场', '邓家湾', '五福综合市场', '福源路', '政通路', '新成彭路口', '新桥村', '新泉路口', '交大路口', '长久村', '金府路西', '金府路茶店子路口', '茶店子西口', '茶店子', '成都第二十中学', '蜀光路东', '蜀光路', '同和路蜀汉路口', '黄忠小区', '金沙遗址东门', '青羊大道南', '谢家祠', '二十一世纪花园', '三环路苏坡立交桥东', '苏坡乡', '武青大道成温路口', '武青大道路口', '万家湾', '万家湾公交站']",成都142路公交车路线(万家湾公交站—火车北站公交站)共 36 站,"['万家湾公交站', '万家湾', '光华大道一段东', '光华大道立交桥', '成温路武青大道口', '苏坡乡', '三环路苏坡立交桥东', '二十一世纪花园', '谢家祠', '青羊大道南', '金沙遗址东门', '黄忠小区', '蜀汉路同和路口', '蜀光路', '蜀光路东', '成都第二十中学', '茶店子', '茶店子西口', '金府路西', '金府路', '长久村', '交大路口', '新泉路口', '新桥村', '新成彭路口', '政通路', '福源路', '五福综合市场', '邓家湾', '五块石', '五块石客运站', '站北路', '豆腐堰', '北站东二路', '火车北站东', '火车北站公交站']"
143,成都143路公交车路线,常规线路,运行时间：茶店子公交站--植物园 06:30-21:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团运兴巴士有限公司,最后更新：2017-12-04,[],成都143路公交车路线(茶店子公交站—植物园)共 29 站,"['茶店子公交站', '迎宾大道口', '迎宾大道', '迎宾大道北', '金牛宾馆', '金泉路', '土桥', '金芙蓉大道南', '侯家小区路口', '金芙蓉大道盛安街口', '金芙蓉大道西华大道口', '金芙蓉大道府河苑一路口', '金芙蓉大道阳光南路口西', '安靖快铁公交站', '金芙蓉大道犀安路口', '金芙蓉大道古柏路口', '金芙蓉大道陆家大道口', '金芙蓉大道南丰大道口', '金芙蓉大道北星大道口西', '金芙蓉大道北星大道口东', '车站村五组', '金芙蓉大道太平碑路口', '金芙蓉大道天丰路口', '金芙蓉大道天新路口', '金芙蓉大道金新路口', '金华大道口', '金新路', '三五三', '植物园']",成都143路公交车路线(植物园—茶店子公交站)共 27 站,"['植物园', '三五三', '金新路', '金华大道口', '金芙蓉大道金新路口', '金芙蓉大道天新路口', '金芙蓉大道天丰路口', '金芙蓉大道太平碑路口', '车站村五组', '金芙蓉大道北星大道口东', '金芙蓉大道北星大道口西', '金芙蓉大道南丰大道口', '金芙蓉大道陆家大道口', '金芙蓉大道古柏路口', '金芙蓉大道洞安路口', '金芙蓉大道阳光南路口东', '金芙蓉大道阳光南路口西', '金芙蓉大道府河苑一路口', '金芙蓉大道西华大道口', '金芙蓉大道盛安街口', '侯家小区路口', '金芙蓉大道南', '土桥', '金泉路', '金牛宾馆', '跃进村', '茶店子公交站']"
146,成都146路公交车路线,常规线路,运行时间：八里桥公交站--二环建设南路口 八里桥公交站06:30-21:00 二环建设南路口07:00-21:30 ,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团北星巴士有限公司,最后更新：2017-12-04,[],成都146路公交车路线(八里桥公交站—二环建设南路口)共 21 站,"['八里桥公交站', '北三环路二段东内侧', '三环凤凰立交东内侧', '北三环路三段内侧', '北三环路三段东内侧', '三环川陕立交西内侧', '地铁动物园站', '动物园', '昭觉横路', '昭觉横路东', '八里庄路北', '八里庄路', '二仙桥西路北', '二仙桥', '二仙桥东路', '十里店', '杉板桥路东', '杉板桥路中', '杉板桥路', '杉板桥路西', '二环建设南路口']",成都146路公交车路线(二环建设南路口—八里桥公交站)共 21 站,"['二环建设南路口', 'SM广场', '建设南路', '建设南支路', '杉板桥路中', '杉板桥路东', '十里店', '二仙桥东路', '二仙桥西路', '二仙桥西路北', '八里庄路', '八里庄路北', '昭觉横路东', '昭觉横路', '动物园', '地铁动物园站', '三环川陕立交西外侧', '北三环路三段东外侧', '北三环路三段外侧', '三环凤凰立交东外侧', '八里桥公交站']"
147,成都147路公交车路线,常规线路,运行时间：成都东客站(东广场)--金沙公交站 成都东客站(东广场)06:10-21:00 金沙公交站06:30-21:30,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-03,[],成都147路公交车路线(成都东客站(东广场)—金沙公交站)共 38 站,"['成都东客站(东广场)', '大渡河路东', '锦绣大道岷江路口', '锦绣大道大观堰', '锦绣大道佳宏南横街口', '锦绣大道菱窠东路口', '锦绣大道菱窠路口', '锦绣大道成龙路口', '锦绣大道经天东路口', '锦绣大道晨辉北路口', '红砖桥', '高攀东路琉璃路口', '高攀东路', '高攀路口', '火车南站东路东', '火车南站东路', '火车南站东路西', '火车南站西路', '火车南站西路中', '机场路新光路口', '紫瑞大道神仙树路口', '紫瑞大道紫瑞北街口', '紫瑞大道创业路口', '高朋大道口', '高朋公交站', '董家湾南街口', '地铁太平园站', '武阳大道二段', '武阳大道武侯大道口', '武阳大道南', '武阳大道', '地铁龙爪堰站', '青羊大道草金路口', '青羊大道光华', '青羊大道家园路口', '光华大道口', '新文化宫', '金沙公交站']",成都147路公交车路线(金沙公交站—成都东客站(东广场))共 38 站,"['金沙公交站', '新文化宫', '光华大道口', '青羊大道家园路口', '青羊大道光华', '青羊大道草金路口', '地铁龙爪堰站', '武阳大道', '武阳大道南', '武阳大道武侯大道口', '武阳大道二段', '武阳大道川藏路口', '武阳大道三段', '科园大道', '高朋大道口', '紫瑞大道创业路口', '紫瑞大道紫瑞北街口', '机场路口', '机场路紫瑞大道口', '火车南站西路中', '火车南站西路', '火车南站东路西', '火车南站东路', '火车南站东路东', '高攀路口', '高攀东路', '高攀东路琉璃路口', '锦绣大道锦华路口', '锦绣大道经天东路口', '锦绣大道金像寺', '锦绣大道成龙路口', '锦绣大道菱窠路口', '锦绣大道菱窠东路口', '锦绣大道佳宏南横街口', '锦绣大道大观堰', '锦绣大道静明路口', '锦绣大道大渡河路口', '成都东客站(东广场)']"
15,成都15路公交车路线,常规线路,运行时间：火车北站公交站东--大丰公交站 06:15-20:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团北星巴士有限公司,最后更新：2017-12-04,[],成都15路公交车路线(火车北站公交站东—大丰公交站)共 9 站,"['火车北站公交站东', '人民北路', '凤凰山', '大天路口', '大天路东', '先驱大道路口', '大天路中', '三元大道', '大丰公交站']",成都15路公交车路线(大丰公交站—火车北站公交站东)共 11 站,"['大丰公交站', '三元大道', '大天路西', '大天路中', '先驱大道路口', '大天路东', '大天路口', '凤凰山', '一环路北三段', '人民北路', '火车北站公交站东']"
150,成都150路公交车路线,支线公交,运行时间：动物园公交站--新山社区 06:30-22:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团北星巴士有限公司,最后更新：2017-12-04,[],成都150路公交车路线(动物园公交站—新山社区)共 13 站,"['动物园公交站', '地铁动物园站', '三环路川陕立交桥南', '昭觉横路', '昭觉寺汽车站', '青龙小区', '东林村南', '东林村', '东林村北', '麻柳村', '海滨村', '青龙大道', '新山社区']",成都150路公交车路线(新山社区—动物园公交站)共 11 站,"['新山社区', '青龙大道', '海滨村', '麻柳村', '东林村北', '东林村', '东林村南', '青龙小区', '昭觉横路东', '昭觉横路', '动物园公交站']"
151,成都151路公交车路线,支线公交,运行时间：百花中心站--西部鞋都 百花中心站06:30-20:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团运兴巴士有限公司,最后更新：2017-12-04,[],成都151路公交车路线(百花中心站—西部鞋都)共 30 站,"['百花中心站', '青羊宫', '送仙桥', '杜甫草堂', '青华路西', '二环清水河', '二环龙腾路口', '二环少陵路口', '逸都路东', '逸都路', '鹭岛路', '武阳大道', '武阳大道南', '太平村', '三环路武侯立交桥东', '三环武侯立交南外侧', '兆景路', '聚龙路西', '聚龙路口', '万兴公交站', '福锦路一段北', '福锦路一段', '福锦路一段南', '百锦路', '百锦路武侯大道口', '武侯大道铁佛段南', '武侯大道金履一路口', '川藏路武侯大道口', '成双大道中段', '西部鞋都']",成都151路公交车路线(西部鞋都—百花中心站)共 28 站,"['西部鞋都', '成双大道中段', '武侯大道川藏路口', '武侯大道铁佛段南', '百锦路武侯大道口', '百锦路', '福锦路一段南', '福锦路一段', '福锦路一段北', '万兴公交站', '聚龙路口', '兆景路聚龙路口', '三环路武侯立交桥西', '三环路武侯立交桥东', '太平村', '武阳大道南', '武阳大道', '鹭岛路', '逸都路', '逸都路东', '二环少陵路口', '清水河桥', '二环清水河', '青华路西', '杜甫草堂', '送仙桥', '青羊宫', '百花中心站']"
152,成都152G路公交车路线,支线公交,运行时间：麻柳湾--锦江工业园区(高峰循环线) 07:00-09:00 17:00-19:00 周六、周日及法定节假日停运,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-04,[],成都152G路公交车路线(麻柳湾—麻柳湾)共 15 站,"['麻柳湾', '科创路', '琉璃一街', '琉三路口', '毕生路新成仁路口', '毕生路东', '毕生路西', '三色路中', '三色路永安路口', '永安路东', '包江桥', '琉新路口', '三环路琉璃立交桥南', '三环琉璃立交西内侧', '麻柳湾']",[],[]
153,成都153路公交车路线,支线公交,运行时间：百花中心站--天长路中 06:30-22:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团星辰巴士有限公司,最后更新：2017-12-03,[],成都153路公交车路线(百花中心站—天长路中)共 31 站,"['百花中心站', '一环路大石路口南', '一环路菊乐路口', '地铁高升桥站', '高升桥东路北', '肖家河', '肖家河北街', '肖家河街', '肖家河街南', '肖家河沿街', '永丰路', '玉林西路西', '玉林西路', '玉林西路东', '玉林东路', '玉林街', '倪家桥路西', '玉林南路', '新光路二环路口', '桐梓林小区', '火车南站西路中', '盛和一路西', '盛和一路', '和平小区', '天河路天仁南街口', '三环天府立交东内侧', '天顺路北', '天顺路', '天府长城小区', '天长路南', '天长路中']",成都153路公交车路线(天长路中—百花中心站)共 32 站,"['天长路中', '天长路', '天环街天长路口', '天久路', '天顺中街', '三环路天府立交桥', '盛和一路', '盛和一路西', '火车南站西路中', '桐梓林小区', '新光路二环路口', '玉林南路', '玉林街倪家桥路口', '玉林街', '玉林东路', '玉林西路东', '玉林西路', '玉林西路西', '地铁衣冠庙站', '永丰路', '肖家河沿街', '肖家河街南', '肖家河街', '肖家河北街', '高升桥南街东', '高升桥南街', '高升桥南街北', '高升桥', '一环路菊乐路口', '大石东路', '芳邻路', '百花中心站']"
154,成都154路公交车路线,支线公交,运行时间：荷花池公交站--华兴街 荷花池公交站07:00-20:00 华兴街07:30-20:20,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团北星巴士有限公司,最后更新：2017-12-03,[],成都154路公交车路线(荷花池公交站—华兴街)共 17 站,"['荷花池公交站', '荷花池', '红花北路', '红花南路', '解放西街', '解放西街口', '恒德路北', '恒德路南', '马鞍西路', '曹家巷', '太升北路', '东通顺街', '马镇街', '地铁市二医院站', '双栅子街', '梓潼桥西街', '华兴街']",成都154路公交车路线(华兴街—荷花池公交站)共 17 站,"['华兴街', '地铁市二医院站', '红星路口', '福德街', '石马巷', '东通顺街', '太升北路', '曹家巷', '马鞍西路', '张家巷', '互助路', '解放西街口', '解放西街', '红花南路', '红花北路', '荷花池', '荷花池公交站']"
155,成都155路公交车路线,支线公交,运行时间：育仁公交站--安靖快铁公交站 06:10-21:20,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团运兴巴士有限公司,最后更新：2017-12-04,[],成都155路公交车路线(育仁公交站—安靖快铁公交站)共 24 站,"['育仁公交站', '三环金牛立交南内侧', '三环羊犀立交北外侧', '三环路羊犀立交桥西', '蜀西路', '高家村', '金科南路', '金科南路东', '地铁金科北路站', '金芙蓉大道南', '侯家小区路口', '金芙蓉大道盛安街口', '荷花山庄', '付家碾村', '海霸王路西', '海霸王路中', '海霸王路', '海霸王路东', '成都看守所', '雍渡村', '雍渡五队', '雍渡七队', '阳光南路', '安靖快铁公交站']",成都155路公交车路线(安靖快铁公交站—育仁公交站)共 23 站,"['安靖快铁公交站', '阳光南路', '雍渡七队', '雍渡五队', '雍渡村', '成都看守所', '海霸王路东', '海霸王路', '海霸王路中', '海霸王路西', '付家碾村', '荷花山庄', '金芙蓉大道盛安街口', '侯家小区路口', '金芙蓉大道南', '地铁金科北路站', '金科南路东', '金科南路', '高家村', '蜀西路', '三环路羊犀立交桥西', '三环羊犀立交北内侧', '育仁公交站']"
156,成都156A路公交车路线,支线公交,运行时间：动物园公交站--动物园公交站 06:30-21:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团北星巴士有限公司,最后更新：2017-12-03,[],成都156A路公交车路线(动物园公交站—动物园公交站)共 18 站,"['动物园公交站', '地铁动物园站', '东昌路', '荆翠中路', '东林小区', '荆竹东路西', '荆竹东路', '青龙大道', '海滨村', '麻柳村', '致力路', '致强环街', '致顺路', '致顺路西', '云龙路', '昭青路', '昭觉横路', '动物园公交站']",[],[]
157,成都157路公交车路线,支线公交,运行时间：凤凰公交站--双沙路 凤凰公交站06:20-23:30,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团北星巴士有限公司,最后更新：2017-12-04,[],成都157路公交车路线(凤凰公交站—双沙路)共 9 站,"['凤凰公交站', '荆竹坝路', '荆竹村', '双水村', '双沙桥路口', '八里桥', '站北北街', '东沙街', '双沙路']",成都157路公交车路线(双沙路—凤凰公交站)共 7 站,"['双沙路', '蜀祖路口', '双沙桥路口', '双水村', '荆竹村', '荆竹坝路', '凤凰公交站']"
158,成都158路公交车路线,支线公交,运行时间：茶店子公交站--清淳家园 茶店子公交站07:20-20:00 清淳家园07:00-20:00,票价信息：无人售票 主动投币 刷卡无效 高档车2元,成都公交集团运兴巴士有限公司,最后更新：2017-12-04,[],成都158路公交车路线(茶店子公交站—清淳家园)共 9 站,"['茶店子公交站', '三环羊犀立交北外侧', '三环路羊犀立交桥西', '蜀西路', '高家村', '土桥村', '金科苑', '两河路', '清淳家园']",成都158路公交车路线(清淳家园—茶店子公交站)共 13 站,"['清淳家园', '淳清路', '两河路西', '两河路', '金科苑', '土桥村蜀汉西路口', '土桥村', '高家村', '兴盛西路', '兴盛东路', '迎宾大道南', '迎宾大道口', '茶店子公交站']"
