,bus_name,bus_type,bus_time,bus_cost,bus_company,bus_update,bus_length,line_x,sites_x_list,line_y,sites_y_list
720,成都720A路公交车路线,跨区线路,运行时间：清江中心站--茶店子公交站 清江中心站07:00-07:40 茶店子公交站17:30-18:10 仅工作日运行,票价信息：无人售票 主动刷卡(次数卡无效) 无卡投币 高档车2元,成都市郫都区巴士公交有限公司,最后更新：2017-12-03,[],成都720A路公交车路线(清江中心站—茶店子公交站)共 19 站,"['清江中心站', '清江三街', '五九八厂', '金花桥', '和平村1', '红瓦街口', '二环路东大街口', '三四八厂', '快铁郫县站', '滨河春天小区', '红光大道尚锦路口', '红光大道红光右支路口', '红光镇', '西华大学南大门', '犀浦快铁站', '成都公交保修公司', '土桥', '跃进村', '茶店子公交站']",成都720A路公交车路线(茶店子公交站—清江中心站)共 19 站,"['茶店子公交站', '金牛宾馆', '土桥', '成都公交保修公司', '犀浦快铁站', '西华大学南大门', '红光镇', '红光大道红光右支路口', '红光大道尚锦路口', '滨河春天小区', '快铁郫县站', '三四八厂', '二环路东大街口', '红瓦街口', '和平村1', '金花桥', '五九八厂', '郫温路观柏路口', '清江中心站']"
723,成都723路公交车路线,跨区线路,运行时间：茶店子公交站--西郡英华 茶店子公交站06:30-22:00 西郡英华06:30-21:30,票价信息：无人售票 主动刷卡(次数卡无效) 无卡投币 高档车2元,成都市郫都区巴士公交有限公司,最后更新：2017-12-04,[],成都723路公交车路线(茶店子公交站—西郡英华)共 24 站,"['茶店子公交站', '迎宾大道', '迎宾大道北', '金牛宾馆', '金泉路', '土桥', '全兴路', '全兴路中', '陈家桅街', '成都公交保修公司', '万福村', '红光大道龙吟路口', '红光大道兴业街口', '犀浦快铁站', '红光大道犀团路口', '红光大道泰山大道口', '西华大学南大门', '红光广场', '广场路中段', '西华大学西大门', '一九五八广场', '红光路思源路口', '红佳路', '西郡英华']",成都723路公交车路线(西郡英华—茶店子公交站)共 24 站,"['西郡英华', '红佳路', '红光路思源路口', '一九五八广场', '西华大学西大门', '广场路中段', '红光广场', '红光镇', '西华大学南大门', '红光大道泰山大道口', '犀浦快铁站', '犀浦快铁站东', '红光大道兴业街口', '红光大道龙吟路口', '万福村', '成都公交保修公司', '陈家桅街', '全兴路中', '全兴路', '土桥', '金泉路', '金牛宾馆', '跃进村', '茶店子公交站']"
725,成都725路公交车路线,跨区线路,运行时间：观柏路梨园路口--中海国际 观柏路梨园路口06:30-20:30,票价信息：无人售票 主动刷卡(次数卡无效) 无卡投币 高档车2元,成都市郫都区巴士公交有限公司,最后更新：2017-12-04,[],成都725路公交车路线(观柏路梨园路口—中海国际)共 38 站,"['观柏路梨园路口', '西外街', '西大街', '东大街', '东大街中段', '蜀信路一段', '蜀顺路顺河路口', '中信大道蜀信路口', '成都工业学院', '中信大道南北大道口', '清马路东口', '西源大道中', '天源路', '合作路天源路口', '合作路天盛路口', '天映路口', '天映路合瑞路口', '合信路合瑞南路口', '合信路天彩路口', '合信路', '合信路天骄路口', '合信路天润路口', '电子科大清水河校区南校门', '清源环街', '清源南巷口', '顺江小区', '顺江小区卫生站', '顺江社区服务中心', '西源大道口', '西源大道', '四川大学锦城学院', '高新西区公交站', '新业路百川路口', '百叶路', '何家桥', '何家二队', '何家三队', '中海国际']",成都725路公交车路线(中海国际—观柏路梨园路口)共 36 站,"['中海国际', '土龙公路口', '何家三队', '何家桥', '百叶路', '新业路百川路口', '高新西区公交站', '四川大学锦城学院', '西源大道', '西源大道口', '顺江小区', '电子科大清水河校区南校门', '天润路西源大道口', '合信路天润路口', '合信路天骄路口', '合信路', '合信路天彩路口', '合信路合瑞南路口', '天映路合瑞路口', '天映路口', '合作路中', '合作路天盛路口', '合作路天源路口', '天源路', '西源大道中', '清马路东口', '中信大道南北大道口', '成都工业学院', '中信大道蜀信路口', '蜀顺路顺河路口', '蜀信路一段', '东大街中段', '东大街', '西大街', '西外街', '观柏路梨园路口']"
726,成都726路公交车路线,跨区线路,运行时间：高新西区公交站--宇众悦城 宇众悦城07:40-20:10,票价信息：无人售票 主动刷卡(次数卡无效) 无卡投币 高档车2元,成都市郫都区巴士公交有限公司,最后更新：2017-12-03,[],成都726路公交车路线(高新西区公交站—宇众悦城)共 23 站,"['高新西区公交站', '新业路百川路口', '百叶路', '何家桥', '百草路东', '百草路天河路口', '百草路', '西区大道天朗路口', '犀浦夜市', '犀浦镇', '犀浦路口', '珠江路口', '纺织高等专科学校', '西区大道天宇路口', '今日花园', '万安工业园', '红高路南', '红光广场', '广场路中段', '西华大学西大门', '广场路北二段', '工业港公交站', '宇众悦城']",成都726路公交车路线(宇众悦城—高新西区公交站)共 23 站,"['宇众悦城', '工业港公交站', '广场路北二段', '西华大学西大门', '广场路中段', '红光广场', '红合路口', '万安工业园', '今日花园', '西区大道天宇路口', '纺织高等专科学校', '珠江路口', '犀浦路口', '犀浦镇', '犀浦夜市', '西区花园', '百草路', '百草路天河路口', '地铁百草路站', '何家桥', '百叶路', '新业路百川路口', '高新西区公交站']"
727,成都727路公交车路线,跨区线路,运行时间：九里堤公交站--三道堰公交站 九里堤公交站06:50-20:30 三道堰公交站06:20-20:00,票价信息：无人售票 主动刷卡(次数卡无效) 无卡投币 高档车2元,成都市郫都区巴士公交有限公司,最后更新：2017-12-04,[],成都727路公交车路线(九里堤公交站—古城公交站)共 34 站,"['九里堤公交站', '四川电影电视学院', '青杠一队', '荷花山庄', '付家碾村', '金科花卉市场', '罗家村', '西华大道北', '林湾村', '林湾公交站', '方家桥南', '方家桥', '石亭村', '芭蕉树', '西部国际装饰石材城', '沙西线团结路口', '府河新城', '永定村七组', '永定村三组', '沙西农产品批发市场', '春天花乐园', '青杠树香草湖', '青杠树东', '青杠树村', '三堰村', '三沙线中段', '堰桥文化广场', '三道堰镇', '高石桥', '中平村', '钢筋桥', '古城镇南', '古城镇', '古城公交站']",成都727路公交车路线(古城公交站—九里堤公交站)共 34 站,"['古城公交站', '古城镇', '古城镇南', '钢筋桥', '中平村', '高石桥', '三道堰镇', '堰桥文化广场', '三沙线中段', '三堰村', '青杠树村', '青杠树东', '青杠树香草湖', '春天花乐园', '沙西农产品批发市场', '永定村三组', '永定村七组', '府河新城', '沙西线团结路口', '西部国际装饰石材城', '芭蕉树', '石亭村', '方家桥', '方家桥南', '林湾公交站', '林湾村', '西华大道北', '罗家村', '金科花卉市场', '付家碾村', '荷花山庄', '青杠一队', '四川电影电视学院', '九里堤公交站']"
73,成都73路公交车路线,常规线路,运行时间：汇泽路--大墙东街 06:30-21:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团北星巴士有限公司,最后更新：2017-12-03,[],成都73路公交车路线(汇泽路—大墙东街)共 23 站,"['汇泽路', '泉水路口', '洞子口商贸大道口', '泉水西路口', '新成彭路口', '政通路', '福源路', '九里堤东路东', '九里堤东路西', '九里堤北路北', '九里堤北路', '九里堤中路北', '九里堤中路南', '二环商贸大道口', '火车北站公交站', '人民北路二段', '人民北路', '梁家巷', '簸箕街', '北大街', '德盛路', '太升路口', '大墙东街']",成都73路公交车路线(大墙东街—汇泽路)共 25 站,"['大墙东街', '鼓楼北一街', '白丝街', '省市政务中心', '北大街', '簸箕街', '梁家巷', '一环路北三段', '人民北路', '人民北路二段', '火车北站公交站', '火车北站西', '二环商贸大道口', '九里堤中路南', '九里堤中路北', '九里堤北路', '九里堤北路北', '九里堤东路西', '九里堤东路东', '福源路', '政通路', '新成彭路口', '泉水西路口', '泉水路口', '汇泽路']"
733,成都733路公交车路线,跨区线路,运行时间：蜀蓉路公交站--宇众悦城 蜀蓉路公交站06:30-21:30 宇众悦城06:00-21:00,票价信息：无人售票 主动刷卡(次数卡无效) 无卡投币 高档车2元,成都市郫都区巴士公交有限公司,最后更新：2017-12-04,[],成都733路公交车路线(蜀蓉路公交站—宇众悦城)共 32 站,"['蜀蓉路公交站', '同友路口', '蜀汉路同和路口', '蜀汉路', '蜀汉路西', '三环路羊犀立交桥西', '蜀西路', '高家村', '土桥村', '土龙公路口', '何家三队', '何家二队', '何家桥', '天目路南', '百草路东', '天河路百草路口', '西区大道天河路口', '西区大道天朗路口', '犀浦夜市', '犀浦镇', '犀浦路口', '珠江路口', '红光大道泰山大道口', '西华大学南大门', '红光广场', '正兴大道', '红光路1', '红光路思源路口', '一九五八广场', '广场路北二段', '工业港公交站', '宇众悦城']",成都733路公交车路线(宇众悦城—蜀蓉路公交站)共 33 站,"['宇众悦城', '工业港公交站', '广场路北二段', '一九五八广场', '红光路思源路口', '红光路1', '正兴大道', '红光广场', '红光镇', '西华大学南大门', '泰山大道红光大道口', '珠江路口', '犀浦路口', '犀浦镇', '犀浦夜市', '西区大道天朗路口', '天河路西区大道口', '百草路天河路口', '地铁百草路站', '天目路南', '何家桥', '何家二队', '何家三队', '土龙公路口', '土桥村', '高家村', '蜀西路', '三环路羊犀立交桥西', '蜀汉路西', '蜀光路', '蜀兴西街西', '蜀兴西街', '蜀蓉路公交站']"
735,成都735路公交车路线,跨区线路,运行时间：郫县四中--金科北路地铁站 郫县四中东07:00-19:30 金科北路地铁站07:10-19:40,票价信息：无人售票 主动刷卡(次数卡无效) 无卡投币 高档车2元,成都市郫都区巴士公交有限公司,最后更新：2017-12-03,[],成都735路公交车路线(郫县四中—金科北路地铁站)共 11 站,"['郫县四中', '校园东路', '校园路口', '华都大道东一段', '华都大道东', '华都大道二段', '全兴路中', '全兴路', '土桥', '金泉路', '金科北路地铁站']",成都735路公交车路线(金科北路地铁站—郫县四中)共 10 站,"['金科北路地铁站', '地铁金科北路站', '土桥', '全兴路', '全兴路中', '华都大道东', '华都大道东一段', '校园路口', '校园东路', '郫县四中']"
736,成都736路公交车路线,跨区线路,运行时间：金沙公交站--德源公交站 06:50-21:00,票价信息：无人售票 主动刷卡(次数卡无效) 无卡投币 高档车2元,成都市郫都区巴士公交有限公司,最后更新：2017-12-04,[],成都736路公交车路线(金沙公交站—德源公交站)共 36 站,"['金沙公交站', '清江西路口', '清江西路中', '清江西路', '金辉路', '清波社区', '金辉路中', '金辉路成飞路口', '金辉路经四路口', '两河路口', '金辉路土龙路口', '金辉路观景路口', '高新西区公交站', '四川大学锦城学院', '西源大道', '西源大道口', '顺江小区', '电子科大清水河校区南校门', '天润路西源大道口', '合信路天润路口', '合信路天骄路口', '合信路', '合信路天彩路口', '合信路合瑞南路口', '合信路天映路口', '合信路天全路口', '合信路天盛路口', '天源路', '西源大道南北大道口', '西源大道仁港路口', '西源大道兴港路口', '菁蓉镇', '红旗大道', '红旗大道稻香路口', '红旗大道田坝东街口', '德源公交站']",成都736路公交车路线(德源公交站—金沙公交站)共 41 站,"['德源公交站', '红旗大道田坝东街口', '红旗大道稻香路口', '红旗大道', '菁蓉镇', '西源大道兴港路口', '西源大道仁港路口', '西源大道南北大道口', '天源路', '合信路天盛路口', '合信路天全路口', '合信路天映路口', '合信路合瑞南路口', '合信路天彩路口', '合信路', '合信路天骄路口', '合信路天润路口', '电子科大清水河校区南校门', '顺江小区', '西源大道口', '西源大道', '四川大学锦城学院', '高新西区公交站', '新业路百川路口', '新业路百叶路口', '西芯大道天河路口', '西芯大道东', '何家桥', '何家二队', '何家三队', '土龙公路口', '三环路羊犀立交桥西', '三环羊犀立交南外侧', '西三环路四段北外侧', '西三环路四段外侧', '清波路', '金辉路', '清江西路', '清江西路中', '清江西路口', '金沙公交站']"
739,成都739路公交车路线,跨区线路,运行时间：唐昌北桥--华夏广场 冬季06:50-18:30 夏季06:40-19:00,票价信息：主动购票 刷卡无效 高档车2元,都江堰市城市公交有限责任公司,最后更新：2017-12-03,[],成都739路公交车路线(唐昌北桥—华夏广场)共 38 站,"['唐昌北桥', '沙西线二环路口', '火花村', '战旗村九组', '沙西线战旗村口', '沙西线横山村口', '金星村四组', '金星村委会', '龙口堰', '仙鹤村六组', '仙鹤村十组', '金玉村八组', '金玉村委会', '沙西线天马路口', '建华村', '沙西线驾青路口', '金陵村一组', '金陵村五组', '金华村', '二郎村一组', '二郎村二组', '柏河村九组', '柏河村七组', '沙西线聚源路口', '大林村何家院子', '大林村十二组', '大林村三组', '永寿村', '大林村七组', '沙西线永安大道口', '都江堰新闻中心', '都江堰法院', '紫坪丽景', '岭秀都江', '中山北路', '解放社区医院', '胥家路口', '华夏广场']",成都739路公交车路线(华夏广场—唐昌北桥)共 38 站,"['华夏广场', '胥家路口', '解放社区医院', '中山北路', '岭秀都江', '紫坪丽景', '都江堰法院', '都江堰新闻中心', '沙西线永安大道口', '大林村七组', '永寿村', '大林村三组', '大林村十二组', '大林村何家院子', '沙西线聚源路口', '柏河村七组', '柏河村九组', '二郎村二组', '二郎村一组', '金华村', '金陵村五组', '金陵村一组', '沙西线驾青路口', '建华村', '沙西线天马路口', '金玉村委会', '金玉村八组', '仙鹤村十组', '仙鹤村六组', '龙口堰', '金星村委会', '金星村四组', '沙西线横山村口', '沙西线战旗村口', '战旗村九组', '火花村', '沙西线二环路口', '唐昌北桥']"
74,成都74路公交车路线,常规线路,运行时间：环球中心--新鸿南路 环球中心06:45-22:00 新鸿南路06:45-21:30,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团星辰巴士有限公司,最后更新：2017-12-04,[],成都74路公交车路线(环球中心—新鸿南路)共 27 站,"['环球中心', '高新区孵化园', '天府大道北段', '天府大道锦尚东路口', '天府长城', '天府大道天顺南街口', '天府大道天顺中街口', '三环路天府立交桥', '天仁路西', '天和西二街北', '天和西二街中环路口', '火车南站东路', '科华中路南', '桂溪公交站', '二环科华路口', '棕树村', '橡树林路二环路口', '橡树林路', '三官堂', '顺江路', '九眼桥北', '牛王庙路口', '水碾河', '一环路玉双路口北', '一环路东三段', '新鸿路一环路口', '新鸿南路']",成都74路公交车路线(新鸿南路—环球中心)共 26 站,"['新鸿南路', '双林北支路西', '一环路玉双路口南', '水碾河', '牛王庙路口', '九眼桥北', '九眼桥东', '顺江路', '三官堂', '橡树林路', '东湖公园', '棕树村', '科华中路', '桂溪公交站', '科华中路南', '棕树十街坊', '火车南站东路西', '天仁北一街口', '天府大道盛和一路口', '三环路天府立交桥', '天府大道天晖中路口', '天府长城', '天府大道北段中', '天府大道北段', '高新区孵化园', '环球中心']"
75,成都75路公交车路线,常规线路,运行时间：九里堤公交站--东光小区 06:00-22:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团北星巴士有限公司,最后更新：2017-12-04,[],成都75路公交车路线(九里堤公交站—东光小区)共 37 站,"['九里堤公交站', '星河路西', '星河路东', '星汉路', '群星路', '九里堤中路北', '九里堤中路南', '九里堤南路北', '九里堤南路', '西体北路北', '西体北路南', '王爷庙', '大安西路西', '星辉西路', '星辉中路', '曹家巷', '马鞍北路', '建设北路一段', '石油路口', '建设路口', '建设南新路', '建设南新路南', '新鸿南路', '新华公园1', '双林北支路', '双林北横路南', '双林中横路', '经华北路', '经华南路', '牛市口', '海椒市', '莲花一区', '莲桂南路', '二环成仁公交站', '成仁路口', '东怡街', '东光小区']",成都75路公交车路线(东光小区—九里堤公交站)共 38 站,"['东光小区', '成仁路口', '二环成仁公交站', '莲桂南路', '莲花一区', '海椒市', '牛市口', '经华南路', '经华北路', '双林中横路', '双林北横路南', '双林北支路', '新华公园1', '新鸿南路', '建设南新路南', '建设南新路', '建设路口', '石油路口', '建设北路一段', '地铁红星桥站', '星辉东路东', '星辉中路', '星辉西路', '大安西路西', '武都路东', '王爷庙', '五丁桥', '白马寺', '西北桥', '九里堤南路', '九里堤南路北', '九里堤中路南', '九里堤中路北', '群星路', '星汉路', '星河路东', '长平街', '九里堤公交站']"
758,成都758路公交车路线,跨区线路,运行时间：万春公交站--大观镇 冬季06:50-18:05 夏季06:40-18:05,票价信息：主动购票 刷卡无效 高档车1-4元,成都温江公共交通有限公司,最后更新：2017-12-03,[],成都758路公交车路线(万春公交站—大观镇)共 28 站,"['万春公交站', '江宁南路', '鱼凫二支道口', '黄石', '踏水场', '建国路口', '金星社区', '幸福路口', '凌家铺子', '镇子场', '横凌路口', '物流港', '长青湾', '横河村', '喻庙', '火星路口', '十二公桩', '成青路口3', '寿安村', '百花村', '十五公桩', '沿江乡', '青城湖', '成青路柳街路口', '安龙乡', '青龙', '太平村3', '大观镇']",成都758路公交车路线(大观镇—万春公交站)共 28 站,"['大观镇', '太平村3', '青龙', '安龙乡', '成青路柳街路口', '青城湖', '沿江乡', '十五公桩', '百花村', '寿安村', '成青路口3', '十二公桩', '火星路口', '喻庙', '横河村', '长青湾', '物流港', '横凌路口', '镇子场', '凌家铺子', '幸福路口', '金星社区', '建国路口', '踏水场', '黄石', '鱼凫二支道口', '江宁南路', '万春公交站']"
759,成都759路夜间专线公交车路线,跨区线路,运行时间：学府路南段--崇州客运中心 18:00-23:00,票价信息：,成都温江公共交通有限公司,最后更新：2017-12-03,[],成都759路夜间专线公交车路线(学府路南段—崇州客运中心)共 19 站,"['学府路南段', '天府家园', '科盛路口', '大学生创业园', '新华大道二段', '锦绣路口', '新华路口', '科创', '双新路口', '金马湖大桥西', '羊江路口', '羊江路', '安阜路口', '东亭', '百年天天', '唐安路', '蔡家碾', '崇州体育中心', '崇州客运中心']",成都759路夜间专线公交车路线(崇州客运中心—学府路南段)共 19 站,"['崇州客运中心', '崇州体育中心', '蔡家碾', '唐安路', '百年天天', '东亭', '安阜路口', '羊江路', '羊江路口', '金马湖大桥西', '双新路口', '科创', '新华路口', '锦绣路口', '新华大道二段', '大学生创业园', '科盛路口', '天府家园', '学府路南段']"
76,成都76路公交车路线,常规线路,运行时间：火车南站综合交通枢纽站--八里小区 06:30-21:30,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-03,[],成都76路公交车路线(火车南站综合交通枢纽—八里小区)共 28 站,"['火车南站综合交通枢纽', '盛和一路西', '新南天地', '桐梓林小区', '玉林南路', '芳草东街口', '玉林北路', '九如村', '一环路南二段', '磨子桥', '地铁新南门站', '红星路四段', '纱帽街', '东门大桥', '望平街', '天祥街', '猛追湾街', '新鸿南一巷口', '新鸿路一环路口', '新鸿路', '麻石桥', '二环东二段南', '二环建设路口', '二环建设北路口', '二环桃蹊路口', '桃蹊路西', '新风路南', '八里小区']",成都76路公交车路线(八里小区—火车南站综合交通枢纽)共 28 站,"['八里小区', '新风路南', '桃蹊路西', '二环桃蹊路口', '二环建设北路口', '二环建设路口', '二环建设南路口', '麻石桥', '新鸿路', '新鸿路一环路口', '新鸿路猛追湾街口', '天祥寺', '望平街', '东风大桥', '东门大桥', '纱帽街', '红星路四段', '地铁新南门站', '磨子桥', '一环路南三段', '九如村', '玉林北路', '芳草东街口', '玉林南路', '桐梓林小区', '新南天地', '盛和一路西', '火车南站综合交通枢纽']"
761,成都761路公交车路线,跨区线路,运行时间：万家湾公交站--金马旅游区 万家湾公交站06:30-21:30 金马旅游区06:00-21:00,票价信息：无人售票 主动刷卡(次数卡无效) 无卡投币 高档车2元,成都市温江区光华巴士公交有限公司,最后更新：2017-12-04,[],成都761路公交车路线(万家湾公交站—金马旅游区)共 36 站,"['万家湾公交站', '光华大道一段东一站', '凯德风尚', '光华大道一段东二站', '光华大道一段西二站', '光华大道一段西一站', '光华大道一段西', '国际非遗博览园', '地铁非遗博览园站', '地铁马厂坝站', '康和三组', '光华大道江安河', '凤凰南大街', '花土路中', '花土路', '瑞泉馨城', '花土路温泉大道口', '新华路', '公金路口', '浩旺路', '大田路', '科盛路东段', '游家渡', '前进路北', '前进路', '海科路东段', '学府路南段', '天府家园', '大学生创业园', '光明村', '兴元', '鱼凫温泉', '骑士大道锦绣大道口', '歇马店', '石油苑', '金马旅游区']",成都761路公交车路线(金马旅游区—万家湾公交站)共 35 站,"['金马旅游区', '石油苑', '歇马店', '骑士大道锦绣大道口', '鱼凫温泉', '兴元', '光明村', '大学生创业园', '天府家园', '学府路南段', '地铁万盛站', '前进路', '前进路北', '游家渡', '科盛路东段', '大田路', '浩旺路', '公金路口', '新华路', '花土路温泉大道口', '瑞泉馨城', '花土路', '花土路中', '凤凰南大街', '光华大道江安河', '康和三组', '地铁马厂坝站', '地铁非遗博览园站', '国际非遗博览园', '光华大道一段西', '光华大道一段西一站', '光华大道一段西二站', '凯德风尚', '光华大道成飞大道口', '万家湾公交站']"
762,成都762路公交车路线,跨区线路,运行时间：万春公交站--茶店子客运站 万春公交站06:30-21:00 茶店子客运站06:30-21:30,票价信息：无人售票 主动刷卡(次数卡无效) 无卡投币 普通车1元 高档车2元,成都市温江区光华巴士公交有限公司,最后更新：2017-12-04,[],成都762路公交车路线(万春公交站—茶店子公交站)共 46 站,"['万春公交站', '花木交易区中心', '永康路', '双瓦窑', '零公桩', '杨柳西路口', '杨柳西路北段', '杨柳河', '温江体育馆', '航天路口', '城市公园', '光华路口', '南熏大道一段', '花都大道西段口', '花都大道西段中', '花都大道西段', '温泉大道口', '温郫大道口', '芙蓉大道分水村', '芙蓉大道正宗村', '永福村一组', '省八一康复中心', '永福街西', '永福街中', '永宁镇文化广场', '芙蓉家园', '芙蓉大道开金路口', '芙蓉大道天王村', '芙蓉大道清水河中桥', '西源大道口', '四川大学锦城学院', '新航路', '西芯大道', '西芯大道天河路口', '西芯大道东', '何家桥', '何家二队', '何家三队', '土龙公路口', '土桥村', '高家村', '兴盛西路', '兴盛东路', '迎宾大道', '跃进村', '茶店子公交站']",成都762路公交车路线(茶店子公交站—万春公交站)共 39 站,"['茶店子公交站', '迎宾大道南', '蜀西路', '高家村', '土龙公路口', '土龙路淳清路口', '金辉路土龙路口', '金辉路观景路口', '四川大学锦城学院', '西源大道口', '芙蓉大道清水河中桥', '芙蓉大道天王村', '开元路口', '芙蓉家园', '永宁镇文化广场', '永福街中', '永福街西', '省八一康复中心', '芙蓉大道永福村一组', '芙蓉大道正宗村', '芙蓉大道分水村', '温郫大道口', '温泉大道口', '花都大道西段', '花都大道西段中', '花都大道西段口', '南熏大道一段', '光华路口', '城市公园', '航天路口', '温江体育馆', '杨柳河', '杨柳西路北段', '杨柳西路口', '零公桩', '双瓦窑', '永康路', '花木交易区中心', '万春公交站']"
763,成都763路公交车路线,跨区线路,运行时间：万春公交站--五块石客运站 万春公交站06:20-21:00 五块石客运站06:30-21:30,票价信息：无人售票 主动刷卡(次数卡无效) 无卡投币 普通车1元 高档车2元,成都市温江区光华巴士公交有限公司,最后更新：2017-12-03,[],成都763路公交车路线(万春公交站—五块石客运站)共 42 站,"['万春公交站', '花木交易区中心', '永康路', '双瓦窑', '来凤路', '五环广场', '航天路口', '城市公园', '光华路口', '南熏大道一段', '芙蓉大道口', '温郫大道口', '芙蓉大道分水村', '芙蓉大道建安九组', '芙蓉大道正宗村', '芙蓉大道永福村一组', '芙蓉大道永文路口', '芙蓉大道开金路口', '芙蓉大道天王村', '芙蓉大道清水河中桥', '西源大道口', '四川大学锦城学院', '新航路', '百叶路', '何家桥', '何家三队', '土龙公路口', '土桥村', '高家村', '三环路羊犀立交桥西', '三环羊犀立交北内侧', '三环金牛立交南内侧', '三环金牛立交东内侧', '北三环路一段西内侧', '三环交大立交西内侧', '交大路口', '新泉路口', '新成彭路口', '洞子口商贸大道口', '王贾桥', '八里桥路', '五块石客运站']",成都763路公交车路线(五块石客运站—万春公交站)共 42 站,"['五块石客运站', '八里桥路', '王贾桥', '泉水东路口', '洞子口商贸大道口', '新成彭路口', '新泉路口', '交大路口', '长久村', '金府路西', '金府路茶店子路口', '跃进村', '迎宾大道', '高家村', '土桥村', '土龙公路口', '何家三队', '何家桥', '百叶路', '新航路', '四川大学锦城学院', '西源大道口', '芙蓉大道清水河中桥', '芙蓉大道天王村', '芙蓉大道开金路口', '芙蓉大道永文路口', '芙蓉大道永福村一组', '芙蓉大道正宗村', '芙蓉大道建安九组', '芙蓉大道分水村', '温郫大道口', '芙蓉大道口', '南熏大道一段', '光华路口', '城市公园', '航天路口', '五环广场', '来凤路', '双瓦窑', '永康路', '花木交易区中心', '万春公交站']"
77,成都77路公交车路线,常规线路,运行时间：金沙公交站--桦林园 06:30-22:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-03,[],成都77路公交车路线(金沙公交站—桦林园)共 31 站,"['金沙公交站', '新文化宫', '光华村街西', '光华村街', '二环光华村街口', '二环清水河', '清水河', '百花小区', '大石西路中', '大石西路', '一环路大石路口南', '一环路菊乐路口', '地铁高升桥站', '一环路南四段', '九如村', '玉林北路', '芳草东街口', '玉林南路', '人南立交西', '人南立交东', '二环科华路口', '棕树村', '东湖公园', '二环东五段', '成仁路口', '东光小区', '成仁路沙河大桥', '成都市社科院', '经天路', '皇经社区', '桦林园']",成都77路公交车路线(桦林园—金沙公交站)共 32 站,"['桦林园', '经天中路', '皇经社区', '经天路', '成都市社科院', '成仁路沙河大桥', '东光小区', '成仁路口', '二环东五段', '东湖公园', '棕树村', '二环科华路口', '盛隆街', '倪家桥路', '倪家桥路西', '玉林北路', '九如村', '一环路南四段', '地铁高升桥站', '高升桥', '广福桥北街', '双元街北', '大石西路中', '百花小区', '清水河桥', '二环清水河', '光华村街二环路口', '光华村街', '光华村街西', '光华大道口', '新文化宫', '金沙公交站']"
771,成都771路公交车路线,跨区线路,运行时间：温江天府公交站--地铁非遗博览园站 温江天府公交站06:00-22:45 地铁非遗博览园站07:00-23:30,票价信息：无人售票 主动刷卡(次数卡无效) 无卡投币 普通车1元,成都市温江区光华巴士公交有限公司,最后更新：2017-12-04,[],成都771路公交车路线(温江天府公交站—地铁非遗博览园站)共 25 站,"['温江天府公交站', '锦绣大道百利路口', '锦绣大道北', '锦绣大道海科路口', '地铁万盛站', '海科路东段', '地铁杨柳河站', '南熏大道柳河南', '南熏大道柳林路口', '地铁凤溪河站', '南熏大道二段', '地铁南熏大道站', '锦泉街光华大道口', '同兴西路', '同兴西路花径街口', '同兴东路', '同兴东路口', '涌泉西', '地铁涌泉站', '光华大道骑士大道口', '地铁凤凰大街站', '光华大道江安河', '康和三组', '地铁马厂坝站', '地铁非遗博览园站']",成都771路公交车路线(地铁非遗博览园站—温江天府公交站)共 26 站,"['地铁非遗博览园站', '地铁马厂坝站', '康和三组', '光华大道江安河', '地铁凤凰大街站', '光华大道骑士大道口', '地铁涌泉站', '涌泉西', '同兴东路口', '同兴东路', '同兴西路花径街口', '同兴西路', '锦泉街光华大道口', '地铁南熏大道站', '南熏大道二段', '地铁凤溪河站', '南熏大道柳林路口', '南熏大道柳河南', '南熏大道柳河', '地铁杨柳河站', '海科路东段', '地铁万盛站', '锦绣大道海科路口', '锦绣大道北', '锦绣大道百利路口', '温江天府公交站']"
772,成都772A路公交车路线,跨区线路,运行时间：万春公交站--万春公交站 21:00-23:00,票价信息：无人售票 主动刷卡(次数卡无效) 无卡投币 普通车1元 高档车2元,成都市温江区光华巴士公交有限公司,最后更新：2017-12-04,[],成都772A路公交车路线(万春公交站—万春公交站)共 33 站,"['万春公交站', '鱼凫路北', '鱼凫路', '迎晖路', '温江区医院', '长安桥', '长安路中', '花都大道西段口', '花都大道西段中', '花都大道西段', '温泉大道口', '花都大道1', '花都大道东', '凤凰北大街', '凤凰北大街中', '凤凰北大街口', '地铁凤凰大街站', '凤凰北大街口', '凤凰北大街中', '凤凰北大街', '花都大道东', '花都大道1', '温泉大道口', '花都大道西段', '花都大道西段中', '花都大道西段口', '长安路中', '长安桥', '温江区医院', '迎晖路', '鱼凫路', '鱼凫路北', '万春公交站']",[],[]
