,address,area,city,detail,detail_info,location,name,province,street_id,telephone,uid
剑桥丽景,龙泉驿区航天南路83号,龙泉驿区,成都市,1,"{'tag': '房地产;住宅区', 'navi_location': {'lng': 104.25985676423, 'lat': 30.55329188523}, 'type': 'house', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=1020060f262ca5a71894c661&output=html&source=placeapi_v2', 'price': '5527.0', 'overall_rating': '4.0'}","{'lat': 30.55272, 'lng': 104.260429}",国一剑桥丽景,四川省,1020060f262ca5a71894c661,(028)88432822,1020060f262ca5a71894c661
