,address,detail,detail_info,line_count,location,name,query_name,street_id,telephone,uid
001523243e1ddf82cf06a4a2,45路;53路,0,,2,"{'lat': 30.642505, 'lng': 104.016242}",晋吉南路南,晋吉南路南,,,001523243e1ddf82cf06a4a2
003567700ebafbe2b33c81c4,249路,0,,1,"{'lat': 30.628103, 'lng': 104.039124}",长益东二路,长益东二路,,,003567700ebafbe2b33c81c4
006b6112651d69efd92f28d3,1058路,0,,1,"{'lat': 30.599297, 'lng': 104.082221}",天长路,天长路,,,006b6112651d69efd92f28d3
009289791790bc4a2fe67bd2,8路;61路;1124路,0,,2,"{'lat': 30.642863, 'lng': 104.067349}",电信南街东,电信南街东,,,009289791790bc4a2fe67bd2
00a1b9e486e315b324e0a05b,29路,0,,1,"{'lat': 30.719467, 'lng': 103.974304}",土龙路it大道口,土龙路IT大道口,,,00a1b9e486e315b324e0a05b
00a305bd19719a7c901fc974,1041路,0,,1,"{'lat': 30.653239, 'lng': 103.976763}",九金街,九金街,,,00a305bd19719a7c901fc974
00b0649989e374b6774ff1eb,27路,0,,1,"{'lat': 30.692191, 'lng': 104.065796}",一环路九里堤路口西,一环路九里堤路口西,,,00b0649989e374b6774ff1eb
00b0a79211ca474c97031961,853b路,0,,1,"{'lat': 30.681605, 'lng': 104.349201}",大包村五组,大包五组,,,00b0a79211ca474c97031961
00bbaa5adf088fd19d9d68e3,四川省成都市新都区木兰镇江西社区三木路中国移动旁,1,"{'tag': '政府机构;各级政府', 'navi_location': {'lng': 104.1911444559, 'lat': 30.770545292392}, 'type': 'life', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=00bbaa5adf088fd19d9d68e3&output=html&source=placeapi_v2', 'image_num': '1'}",1,"{'lat': 30.770496, 'lng': 104.191242}",成都市新都区木兰镇江西社区居民委员会,江西社区,,,00bbaa5adf088fd19d9d68e3
00d1942c6c3b0e5e08ccdd86,20路;106路;341路;1033路,0,,4,"{'lat': 30.662226, 'lng': 104.09937}",天祥寺,天祥寺,,,00d1942c6c3b0e5e08ccdd86
00d35cd90b044c8145e27457,152路;172路;432路,0,,1,"{'lat': 30.612631, 'lng': 104.101598}",琉璃路沙河大桥,琉璃路沙河大桥,,,00d35cd90b044c8145e27457
00d36602846bbc1387330401,x01路;x02路;x02区间;x03路;x05路;x06路;x11a路;x11b路;x13路;x40路;x41a路;x41路;x43路;x44a路;x44b路;x45路;新都k9路,0,,1,"{'lat': 30.827317, 'lng': 104.182122}",金光路,金光路,,,00d36602846bbc1387330401
00f1c7fbe635fe1ec056ac18,成都市龙泉驿区茶石路,1,"{'tag': '行政地标;村庄', 'type': 'life', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=00f1c7fbe635fe1ec056ac18&output=html&source=placeapi_v2', 'overall_rating': '0', 'image_num': '1'}",1,"{'lat': 30.505502, 'lng': 104.385006}",三元店,三元店,,,00f1c7fbe635fe1ec056ac18
00fe74f9be5e9e7df4e73be8,双流区临港路四段9号,1,"{'tag': '房地产;住宅区', 'navi_location': {'lng': 103.99628297007, 'lat': 30.573630863721}, 'type': 'house', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=00fe74f9be5e9e7df4e73be8&output=html&source=placeapi_v2', 'price': '6907.0', 'overall_rating': '4.6'}",3,"{'lat': 30.572522, 'lng': 103.996329}",和贵久居福,久居福,00fe74f9be5e9e7df4e73be8,,00fe74f9be5e9e7df4e73be8
010128c5362fd891a1d230ec,858路;869路;l025a路;l025b路;l026路,0,,1,"{'lat': 30.6613, 'lng': 104.234109}",西河大道,西河大道,,,010128c5362fd891a1d230ec
012595c3592dcc7054bfffb7,成都市双流区天威路188号,1,"{'tag': '公司企业;公司', 'navi_location': {'lng': 103.97196161968, 'lat': 30.520354613675}, 'type': 'enterprise', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=012595c3592dcc7054bfffb7&output=html&source=placeapi_v2'}",3,"{'lat': 30.521055, 'lng': 103.970461}",海蓉特种纺织品公司,海蓉集团,012595c3592dcc7054bfffb7,,012595c3592dcc7054bfffb7
015025f1e3255356e31103ca,116路;183路;231路;710a路;720a路;720路;723路;g173路,0,,6,"{'lat': 30.745494, 'lng': 103.993122}",成都公交保修公司,成都公交保修公司,,,015025f1e3255356e31103ca
01763bd0d7ae878dca291575,鞋都南路139号,1,"{'tag': '公司企业;园区', 'navi_location': {'lng': 103.99012751122, 'lat': 30.605007734682}, 'type': 'shopping', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=01763bd0d7ae878dca291575&output=html&source=placeapi_v2', 'price': '0', 'overall_rating': '3.8', 'comment_num': '4'}",1,"{'lat': 30.604769, 'lng': 103.989286}",中国女鞋之都,女鞋之都,01763bd0d7ae878dca291575,,01763bd0d7ae878dca291575
018d9748f76a80e4c26c14ad,834路,0,,1,"{'lat': 30.345709, 'lng': 104.020211}",红卫路口,红卫路口,,,018d9748f76a80e4c26c14ad
019d42699c3cffa4ae0457de,1路;10路;57路;92路;201路;213路;306路;335路;368a路;368路;802路;848路;1034路,0,,11,"{'lat': 30.641305, 'lng': 104.036644}",地铁红牌楼站,地铁红牌楼站,,,019d42699c3cffa4ae0457de
01a590aed247bc57744ff1cc,1077路,0,,1,"{'lat': 30.614301, 'lng': 104.139935}",水杉街海桐街口,水杉街海桐街口,,,01a590aed247bc57744ff1cc
01d4b52cd545dd052902e141,162路;187路;188路,0,,3,"{'lat': 30.596176, 'lng': 104.060812}",成汉中路一医院,成汉中路一医院,,,01d4b52cd545dd052902e141
01fd2564de3c9087f8dc85d3,124路;187路;220路;523路,0,,1,"{'lat': 30.587425, 'lng': 104.039767}",仁和街口,仁和街口,,,01fd2564de3c9087f8dc85d3
0201802d9f0580f47bb55c35,60路;85路;87路,0,,2,"{'lat': 30.72191, 'lng': 104.171204}",北湖印象三期,北湖印象三期,,,0201802d9f0580f47bb55c35
02402743319a87be0782c21a,84路;g29路,0,,1,"{'lat': 30.582434, 'lng': 104.06116}",成汉南路锦城大道口,成汉南路锦城大道口,,,02402743319a87be0782c21
026c9e89bde796b445e27407,1083路;1117路,0,,3,"{'lat': 30.628774, 'lng': 104.126026}",静和路,静和路,,,026c9e89bde796b445e27407
02961d87119161fdadee7a5e,857路;889路,0,,2,"{'lat': 30.661498, 'lng': 104.192004}",三五四厂,三五四厂,,,02961d87119161fdadee7a5e
02b859b19abd8aa5ad31e57b,25路;100路;215路;1080路,0,,4,"{'lat': 30.704043, 'lng': 104.039816}",茶店子路口,茶店子路口,,,02b859b19abd8aa5ad31e57b
02cecfbaa37c0765715e80d8,708路;716路;725路;p03路,0,,2,"{'lat': 30.790761, 'lng': 103.904451}",中信大道南北大道口,中信大道南北大道口,,,02cecfbaa37c0765715e80d8
02f02696829029efebe5826c,97路;887路;888路,0,,3,"{'lat': 30.656238, 'lng': 104.191106}",成都大学后门,成都大学后门,,,02f02696829029efebe5826c
031426239ff04720d42ce246,25路;244路,0,,1,"{'lat': 30.710084, 'lng': 104.044551}",长庆东一路,长庆东一路,,,031426239ff04720d42ce246
0323fc71c8588e996fc02c04,601路;1060路,0,,1,"{'lat': 30.723143, 'lng': 104.179942}",龙青路口,龙青路口,,,0323fc71c8588e996fc02c04
03568bfc70077b605d17c378,544路;813路;815路;t203路;t204路;t207路,0,,3,"{'lat': 30.532522, 'lng': 104.053592}",华府大道一段西,华府大道一段西,,,03568bfc70077b605d17c378
0356ca7745e34f1986420e1b,654路,0,,1,"{'lat': 30.7113, 'lng': 104.235786}",通顺村,通顺村,,,0356ca7745e34f1986420e1b
03c1828a276317ba38221c9f,13路;736路,0,,1,"{'lat': 30.695619, 'lng': 103.986796}",金辉路中,金辉路中,,,03c1828a276317ba38221c9f
03f55269c7796881b11e36f1,1133路,0,,1,"{'lat': 30.711328, 'lng': 104.169986}",火神庙路,火神庙路,,,03f55269c7796881b11e36f1
03f7ea4a58dec781deee8b28,170路;215路;1118路,0,,3,"{'lat': 30.671338, 'lng': 104.002901}",玉宇路东,玉宇路东,,,03f7ea4a58dec781deee8b28
04227cd68e6c39b6cb213de9,100路;111路;151路,0,,1,"{'lat': 30.657018, 'lng': 104.028151}",二环龙腾路口,二环龙腾路口,,,04227cd68e6c39b6cb213de9
042bee157a0f03fb0782c281,1075路,0,,1,"{'lat': 30.661877, 'lng': 104.042171}",望仙场街西,望仙场街西,,,042bee157a0f03fb0782c281
04343d6183f0eae16e20b92e,860路,0,,1,"{'lat': 30.616915, 'lng': 104.253061}",双龙路龙兴路口,双龙路龙兴路口,,,04343d6183f0eae16e20b92e
044e3145049692def7b91679,1014路;1042路,0,,2,"{'lat': 30.618104, 'lng': 104.125974}",菱安路中,菱安路中,,,044e3145049692def7b91679
054e9007b62cfeac601c67cd,245路;530路,0,,2,"{'lat': 30.74025, 'lng': 104.058493}",古柏三队,古柏三队,,,054e9007b62cfeac601c67cd
0553fc042407fd57dd1e5247,10路;41路,0,,2,"{'lat': 30.612506, 'lng': 104.004534}",福锦路二段,福锦路二段,,,0553fc042407fd57dd1e5247
05ad6d42985c8d6f990050ef,871路,0,,1,"{'lat': 30.577678, 'lng': 104.241691}",大连路北泉路口,大连路北泉路口,,,05ad6d42985c8d6f990050ef
06083aaa5c159b0314c90503,510路;551路;571路;g121路;t208路;t39路;t45路;t6路,0,,3,"{'lat': 30.492457, 'lng': 104.085863}",麓山大道梓州大道口,麓山大道梓州大道口,,,06083aaa5c159b0314c90503
060c1583af6ae84725e0a01d,四川省成都市武侯区一环路南四段16号(近武侯祠),1,"{'tag': '教育培训;高等院校', 'navi_location': {'lng': 104.0550554327, 'lat': 30.642624107228}, 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=060c1583af6ae84725e0a01d&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '8'}",9,"{'lat': 30.645526, 'lng': 104.056064}",西南民族大学,西南民族大学,060c1583af6ae84725e0a01d,,060c1583af6ae84725e0a01d
060f5e537f4f54aa081cc74a,四川省成都市双流区双华路三段458号,1,"{'tag': '公司企业;公司', 'navi_location': {'lng': 103.98916958338, 'lat': 30.536573370891}, 'type': 'enterprise', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=060f5e537f4f54aa081cc74a&output=html&source=placeapi_v2', 'price': '0'}",5,"{'lat': 30.53495, 'lng': 103.987609}",恩威集团,恩威集团,060f5e537f4f54aa081cc74a,,060f5e537f4f54aa081cc74a
060f968b3ba822ffae080fd6,1038路,0,,1,"{'lat': 30.702445, 'lng': 104.015208}",蜀辉路蜀汉路口,蜀辉路蜀汉路口,,,060f968b3ba822ffae080fd6
062b92f87341143d83a00c93,124路;139路;195路;240a路;240b路;241路,0,,6,"{'lat': 30.545415, 'lng': 104.110884}",应龙公交站,应龙公交站,,,062b92f87341143d83a00c93
064b3b080188449308ccdd05,四川省成都市龙泉驿区友谊西路现代新居B区十陵现代新居,1,"{'tag': '房地产;住宅区', 'navi_location': {'lng': 104.17542540573, 'lat': 30.665935367955}, 'type': 'house', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=064b3b080188449308ccdd05&output=html&source=placeapi_v2'}",3,"{'lat': 30.666476, 'lng': 104.175329}",现代新居-B区,现代新居B区,064b3b080188449308ccdd05,,064b3b080188449308ccdd05
064cc7daaa11467db020a818,27路;72路;342路,0,,1,"{'lat': 30.668308, 'lng': 104.108881}",一环路新鸿路口北,一环路新鸿路口北,,,064cc7daaa11467db020a818
066458789ddc926df6c59c18,869路;897路,0,,2,"{'lat': 30.623638, 'lng': 104.318106}",丽阳社区一号门,丽阳社区一号门,,,066458789ddc926df6c59c18
06bfdbc706ac31136c4760c2,316路,0,,1,"{'lat': 30.875571, 'lng': 104.017088}",白鹤街,白鹤街,,,06bfdbc706ac31136c4760c2
06e262f3d0aafeb09d95de7b,19路;49路;99路;1074路,0,,4,"{'lat': 30.607529, 'lng': 104.082406}",天仁路科华南路口,天仁路科华南路口,,,06e262f3d0aafeb09d95de7b
06e874b74bf11db341d63e0d,36路;88路;143路,0,,3,"{'lat': 30.738245, 'lng': 104.029885}",金芙蓉大道西华大道口,金芙蓉大道西华大道口,,,06e874b74bf11db341d63e0d
076db066f3f391554e2fdf61,313路;332路,0,,1,"{'lat': 30.549959, 'lng': 104.247518}",成龙路龙一环路口,成龙路龙一环口,,,076db066f3f391554e2fdf61
077fc69d102855c607fef59c,1路;32路;64路;80路;99路,0,,2,"{'lat': 30.693448, 'lng': 104.093271}",解放北路一段,解放北路一段,,,077fc69d102855c607fef59c
078cb2a267c803984e2fdfda,66路;133路;1108路;1158路;g48路,0,,4,"{'lat': 30.632492, 'lng': 104.164913}",和韵路,和韵路,,,078cb2a267c803984e2fdfda
079dbd6f3b7f95de3517dcc1,125路;137路;340路;429路;509路;g79路,0,,4,"{'lat': 30.611122, 'lng': 104.039434}",三环创业路口西外侧,三环创业路口西外侧,,,079dbd6f3b7f95de3517dcc1
07a8d77f66cc5ff6aeb22ad8,55路;102路;120路;161路;420路;510路;g25路;g84路,0,,5,"{'lat': 30.599849, 'lng': 104.084698}",濯锦北路,濯锦北路,,,07a8d77f66cc5ff6aeb22ad8
0804b4953d9619e4593ac810,1003路,0,,1,"{'lat': 30.676578, 'lng': 104.043842}",百寿路银杏路口,百寿路银杏路口,,,0804b4953d9619e4593ac810
080b3fed69e6aa1508ccdd0a,124路;259路;507路;510路;517路,0,,3,"{'lat': 30.54902, 'lng': 104.091184}",中和大道一段南,中和大道一段南,,,080b3fed69e6aa1508ccdd0a
083a7b1d99d69fec6240a983,150路;156a路;156b路,0,,2,"{'lat': 30.711217, 'lng': 104.128105}",海滨村,海滨村,,,083a7b1d99d69fec6240a983
08427c8ea6c763191ce99995,23路;136路;137路;1108路;1158路,0,,3,"{'lat': 30.633093, 'lng': 104.154356}",东三环路五段北内侧,东三环路五段北内侧,,,08427c8ea6c763191ce99995
08ca4310beb02b83e9f85389,204a路;860路,0,,2,"{'lat': 30.692185, 'lng': 104.224639}",平丰社区,平丰社区,,,08ca4310beb02b83e9f85389
08e677e40dd6f29b4207c1aa,195路;501路;503路;509路;514路;t204路,0,,4,"{'lat': 30.529637, 'lng': 104.076777}",会龙大道口,会龙大道口,,,08e677e40dd6f29b4207c1aa
092868b0d3ff4775af080fff,46路;88路;90路;116路;142路;763路,0,,4,"{'lat': 30.71108, 'lng': 104.030377}",金府路茶店子路口,金府路茶店子路口,,,092868b0d3ff4775af080fff
092e20b5b84c8a7a6f3e1b5e,12路;59路;61路;76路;77路;109路;115路;1006路,0,,8,"{'lat': 30.631202, 'lng': 104.064546}",芳草东街口,芳草东街口,,,092e20b5b84c8a7a6f3e1b5e
09312d607edef32279b55c9d,84路;102路;115路;118路;171a路;171b路;188路;259路;404路;507路;夜间专线298路,0,,8,"{'lat': 30.552649, 'lng': 104.078208}",天府软件园东侧,天府软件园东侧,,,09312d607edef32279b55c9d
09775f082213a5572cb96ddc,170路;339路,0,,1,"{'lat': 30.666993, 'lng': 104.016326}",家园路口西,家园路口西,,,09775f082213a5572cb96ddc
099fc1e6a4a69f91631c67be,814a路;824路;846路;s30路;s93路,0,,2,"{'lat': 30.497347, 'lng': 103.993684}",东旭集团旭双公司,东旭集团旭双公司,,,099fc1e6a4a69f91631c67be
09dffea2cf8e9d3b49fc8d17,5路;80路;97路;98路;101路;120路;237路;260路;341路;401路;858路,0,,8,"{'lat': 30.655508, 'lng': 104.132007}",双庆路口,双庆路口,,,09dffea2cf8e9d3b49fc8d17
0a0eb7d5a19ca3e0fda77808,210a路;210b路,0,,1,"{'lat': 30.672214, 'lng': 103.986722}",培风东街,培风东街,,,0a0eb7d5a19ca3e0fda77808
0a37edc0994466fd3517dca0,814路;816路;817路;822路;824路;826路;828路;832路;833路;846路;848路;s03路;s13路;s82路,0,,3,"{'lat': 30.542764, 'lng': 103.977425}",双华小区,双华小区东,,,0a37edc0994466fd3517dca0
0a41c0eeca767b3d6c3e1bf6,四川省成都市成华区八里庄路15,1,"{'tag': '房地产;住宅区', 'type': 'house', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0a41c0eeca767b3d6c3e1bf6&output=html&source=placeapi_v2', 'price': '8724.0'}",6,"{'lat': 30.692354, 'lng': 104.1162}",八里小区,八里小区,0a41c0eeca767b3d6c3e1bf6,,0a41c0eeca767b3d6c3e1bf6
0a46dc0f4f60ea5f30621224,银河路三段300,1,"{'tag': '教育培训;中学', 'navi_location': {'lng': 103.90363636245, 'lat': 30.572978902293}, 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0a46dc0f4f60ea5f30621224&output=html&source=placeapi_v2', 'overall_rating': '5.0'}",1,"{'lat': 30.572094, 'lng': 103.90363}",东升二中,东升二中,0a46dc0f4f60ea5f30621224,,0a46dc0f4f60ea5f30621224
0a5032f52bc8129ca2a934d6,8路;72路,0,,2,"{'lat': 30.652269, 'lng': 104.043856}",大石南路菊乐路口,大石南路菊乐路口,,,0a5032f52bc8129ca2a934d6
0a5ca6da1014490c85420e46,116路;205路,0,,2,"{'lat': 30.763694, 'lng': 103.93459}",天润路合顺路口,天润路合顺路口,,,0a5ca6da1014490c85420e46
0a70124d2fa609ee38e4a661,527路,0,,1,"{'lat': 30.825261, 'lng': 104.075393}",忠义社区,忠义社区,,,0a70124d2fa609ee38e4a661
0a80dec70761071cbda24073,62路;335路,0,,2,"{'lat': 30.657865, 'lng': 104.076248}",锦兴路西,锦兴路西,,,0a80dec70761071cbda24073
0adce3e28f110f6080a00c14,四川省成都市锦江区锦华路一段275号,1,"{'tag': '房地产;住宅区', 'navi_location': {'lng': 104.10611312545, 'lat': 30.621786915417}, 'type': 'house', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0adce3e28f110f6080a00c14&output=html&source=placeapi_v2', 'price': '9088.0', 'overall_rating': '4'}",13,"{'lat': 30.622536, 'lng': 104.10598}",东光小区,东光小区,0adce3e28f110f6080a00c14,,0adce3e28f110f6080a00c14
0adce3e28fa30f6081a00ca6,成都市青白江区字五路,1,"{'tag': '行政地标;村庄', 'navi_location': {'lng': 104.37191435975, 'lat': 30.730930857781}, 'type': 'life', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0adce3e28fa30f6081a00ca6&output=html&source=placeapi_v2', 'overall_rating': '0', 'image_num': '1'}",1,"{'lat': 30.730628, 'lng': 104.371005}",太平桥,太平桥,,,0adce3e28fa30f6081a00ca6
0af6c5fde06fbe2781288a3a,1037路,0,,1,"{'lat': 30.706217, 'lng': 104.074619}",玉局庵东路,玉局庵东路,,,0af6c5fde06fbe2781288a3a
0b1f7f3a996927a040ab9a9f,7路;30路;43路;44路;54路;82路;105路;111路;142路;228路;341路;705路;733路;1085路;1123路;g47路,0,,9,"{'lat': 30.694748, 'lng': 104.026502}",蜀汉路同和路口,蜀汉路同和路口,,,0b1f7f3a996927a040ab9a9f
0b5d6ed75966acb1f72310f3,47路;58路;215路;309路;1118路,0,,5,"{'lat': 30.672098, 'lng': 104.005084}",瑞联路中,瑞联路中,,,0b5d6ed75966acb1f72310f3
0b8f5c2c482e58722b201a8b,1098路,0,,1,"{'lat': 30.59175, 'lng': 103.977235}",簇马路三段三线沟路口,簇马路三段三线沟路口,,,0b8f5c2c482e58722b201a8b
0b9574fa728d32b7aecb6604,74路;504路,0,,1,"{'lat': 30.599987, 'lng': 104.07463}",天府大道天顺中街口,天府大道天顺中街口,,,0b9574fa728d32b7aecb6604
0ba6820a1b7bb0682b3a9fd7,851路;878路;l001a路;l001b路;l004路;龙泉驿夜班车1线,0,,3,"{'lat': 30.547617, 'lng': 104.262339}",鲸龙路龙工南路口,鲸龙路龙工南路口,,,0ba6820a1b7bb0682b3a9fd7
0bf5dee005daeee03a04b133,705a路;705路;708路;725路;p03路;p04路;p07路;p08路;p12路;p14路;p17路;p19路;p20路;p26路;p27路,0,,3,"{'lat': 30.816696, 'lng': 103.891692}",西大街,西大街,,,0bf5dee005daeee03a04b133
0c036bf913b4b721631c67f0,813路;833路;s94路,0,,2,"{'lat': 30.474231, 'lng': 104.008153}",物联一路路口,物联一路口,,,0c036bf913b4b721631c67f0
0c30181d4d5834049a0050f9,61路;247路;1023路,0,,3,"{'lat': 30.617216, 'lng': 104.056162}",紫薇东路西,紫薇东路西,,,0c30181d4d5834049a0050f9
0c36ce40daa164a19868b405,1037路,0,,2,"{'lat': 30.708216, 'lng': 104.070109}",玉赛路中,玉赛路中,,,0c36ce40daa164a19868b405
0c741e143d51c74a6f4760fd,1036路,0,,1,"{'lat': 30.629917, 'lng': 104.097302}",国信路中,国信路中,,,0c741e143d51c74a6f4760fd
0c8ce0757a79c19babf0cd36,50路,0,,2,"{'lat': 30.803014, 'lng': 104.084751}",聚兴路,聚兴路,,,0c8ce0757a79c19babf0cd36
0cbbae9442550a68f7eafc26,204路,0,,1,"{'lat': 30.713606, 'lng': 104.193581}",龙潭寺东路东,龙潭寺东路东,,,0cbbae9442550a68f7eafc26
0cc48635db199e79e5073832,851路;866路;l013路,0,,2,"{'lat': 30.510351, 'lng': 104.208827}",柏合车站,柏合车站,,,0cc48635db199e79e5073832
0cd6953fb7b56d112afc4868,1024路,0,,1,"{'lat': 30.663336, 'lng': 104.044724}",望仙场街,望仙场街,,,0cd6953fb7b56d112afc4868
0cff5facc0a4609d4bcc4a5a,309路;759路;762路;763路;w13路;w21路;w38路,0,,3,"{'lat': 30.700364, 'lng': 103.845767}",航天路口,航天路口,,,0cff5facc0a4609d4bcc4a5a
0d8112cf3b574d7881288ad5,122路;136路;854a路;854路;g38路,0,,1,"{'lat': 30.647022, 'lng': 104.161785}",东三环路四段外侧,东三环路四段外侧,,,0d8112cf3b574d7881288ad5
0d87fa925577b479e311038a,7路;64路;736路,0,,1,"{'lat': 30.679391, 'lng': 104.011649}",清江西路口,清江西路口,,,0d87fa925577b479e311038a
0d92464b37b48685ca2915d2,143路,0,,1,"{'lat': 30.778241, 'lng': 104.129966}",金新路,金新路,,,0d92464b37b48685ca2915d2
0de093e7df71b6b1b25c6abe,成都市成华区蜀龙路,1,"{'tag': '交通设施;其他', 'type': 'life', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0de093e7df71b6b1b25c6abe&output=html&source=placeapi_v2', 'image_num': '1'}",1,"{'lat': 30.724183, 'lng': 104.15433}",蜀龙路/龙青路(路口),龙青路蜀龙路口,0de093e7df71b6b1b25c6abe,,0de093e7df71b6b1b25c6abe
0df600f4e3067465e3110399,四川省成都市青白江区广大路,1,"{'tag': '旅游景点;风景区', 'navi_location': {'lng': 104.29503833808, 'lat': 30.891030537127}, 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0df600f4e3067465e3110399&output=html&source=placeapi_v2', 'overall_rating': '3.4', 'comment_num': '61'}",1,"{'lat': 30.893369, 'lng': 104.293749}",凤凰湖国际生态湿地旅游度假区,凤凰湖,0df600f4e3067465e3110399,,0df600f4e3067465e3110399
0e1e74f8f84c0bb3ad080fe2,546路;834路,0,,2,"{'lat': 30.394643, 'lng': 103.989632}",红花上街,红花上街,,,0e1e74f8f84c0bb3ad080fe2
0e29820c9b820e0cc356ace3,20路;106路;341路;1033路,0,,4,"{'lat': 30.660095, 'lng': 104.103997}",玉双路,玉双路,,,0e29820c9b820e0cc356ace3
0e9d936c772eccf023f01756,30路;48路;54路;341路,0,,3,"{'lat': 30.673606, 'lng': 104.064895}",东门街,东门街,,,0e9d936c772eccf023f01756
0eb492be8c0977f654bfff89,195路;257路;g31路;t36路,0,,2,"{'lat': 30.52902, 'lng': 104.090478}",和迎大道西,和迎大道西,,,0eb492be8c0977f654bfff89
0ed82e1d7ec99787d8d8910e,1008路;1071路;g47路;g68路,0,,4,"{'lat': 30.688726, 'lng': 104.046008}",金鱼街,金鱼街,,,0ed82e1d7ec99787d8d8910e
0ed863b091be753e06026ff6,759路;761路;w15路,0,,2,"{'lat': 30.667348, 'lng': 103.833283}",大学生创业园,大学生创业园,,,0ed863b091be753e06026ff6
0eea0ecb5426c385aecb66a8,鸿雁路319,1,"{'tag': '政府机构;各级政府', 'navi_location': {'lng': 103.92459666325, 'lat': 30.627319243389}, 'type': 'life', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0eea0ecb5426c385aecb66a8&output=html&source=placeapi_v2', 'image_num': '1'}",1,"{'lat': 30.627922, 'lng': 103.924545}",九江镇政府,九江镇政府,0eea0ecb5426c385aecb66a8,,0eea0ecb5426c385aecb66a8
0ef8a12ac8870472631c67e9,851路;875路;878路;l004路;l018a;l018b;龙泉驿夜班车1线,0,,3,"{'lat': 30.543321, 'lng': 104.257898}",鲸龙路成龙路口,鲸龙路成龙路口,,,0ef8a12ac8870472631c67e9
0f02ed92ddae3c16f5c59c0b,1007路,0,,2,"{'lat': 30.63515, 'lng': 104.017122}",武晋路南,武晋路南,,,0f02ed92ddae3c16f5c59c0b
0f142940a8690679b5f42fe0,226a路;226b路,0,,1,"{'lat': 30.700303, 'lng': 103.982469}",清江路,清江路,,,0f142940a8690679b5f42fe0
0f3214c105266e0a00ec01d5,16路;19路;34路;45路;63路;99路;118路;1130路;g83路;机场专线1号线;夜间专线298路,0,,7,"{'lat': 30.640221, 'lng': 104.073032}",地铁省体育馆站,地铁省体育馆站,,,0f3214c105266e0a00ec01d5
0f6703193900c4ba5d17c3a1,42路;75路,0,,2,"{'lat': 30.683088, 'lng': 104.083618}",星辉西路,星辉西路,,,0f6703193900c4ba5d17c3a1
0f7a16f46f97b494843304d7,423路;1074路,0,,2,"{'lat': 30.605771, 'lng': 104.078501}",天仁南街中,天仁南街中,,,0f7a16f46f97b494843304d7
0fde19b19faf03a887330460,四川省成都市青白江区凤凰西七路与同华大道交叉口东北角,1,"{'tag': '房地产;住宅区', 'navi_location': {'lng': 104.26857051812, 'lat': 30.899624184609}, 'type': 'house', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0fde19b19faf03a887330460&output=html&source=placeapi_v2', 'price': '4100.0', 'overall_rating': '4.0'}",1,"{'lat': 30.898757, 'lng': 104.266342}",英祥北城映像,北城映像,0fde19b19faf03a887330460,,0fde19b19faf03a887330460
0ff3b0ceb3c5f3681ef74dd6,124路;185路;188路;404路;510路;517路,0,,6,"{'lat': 30.553561, 'lng': 104.095191}",化龙社区,化龙社区,,,0ff3b0ceb3c5f3681ef74dd6
101bc61b0638d1a2c52ba1a7,成都市青白江区成环路,1,"{'tag': '行政地标;村庄', 'navi_location': {'lng': 104.39176888779, 'lat': 30.742893156797}, 'type': 'life', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=101bc61b0638d1a2c52ba1a7&output=html&source=placeapi_v2', 'image_num': '1'}",1,"{'lat': 30.743625, 'lng': 104.390009}",五桂村,五桂村,,,101bc61b0638d1a2c52ba1a7
1020060f266ba5a71994c6a8,成都市蒲江县龙凤路,1,"{'tag': '行政地标;村庄', 'navi_location': {'lng': 103.48947678779, 'lat': 30.136759537164}, 'type': 'life', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=1020060f266ba5a71994c6a8&output=html&source=placeapi_v2', 'overall_rating': '0', 'image_num': '1'}",1,"{'lat': 30.136873, 'lng': 103.488266}",观音岩,观音岩,,,1020060f266ba5a71994c6a8
103e47c740a4a1b4354aae61,545路;814路;816路;826路;828路;s18路,0,,5,"{'lat': 30.530034, 'lng': 104.001304}",南方家私,南方家私,,,103e47c740a4a1b4354aae61
1041566a2a34aa4a3904b1cd,1059路,0,,1,"{'lat': 30.663445, 'lng': 104.026267}",家园南街东,家园南街东,,,1041566a2a34aa4a3904b1cd
1059ae7de176cbe471210b4a,873路;l026路,0,,1,"{'lat': 30.581041, 'lng': 104.260447}",桃都大道怡岭路口,桃都大道怡岭路口,,,1059ae7de176cbe471210b4a
